"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","test_file_count","test_function_count","llm_test_count","clone_status","contributors","total_commits","commits_per_month"
"livekit-examples/agent-starter-python","https://github.com/livekit-examples/agent-starter-python","https://github.com/livekit-examples/agent-starter-python.git","main","A complete voice AI starter for LiveKit Agents with Python.","livekit-agents","203","168","Python","","19","199","2025-06-30T22:52:33Z","2026-04-17T09:42:38Z","2026-04-14T21:46:54Z","MIT","287","1","3","0","ok","9","104","10.87"
"rootflo/wavefront","https://github.com/rootflo/wavefront","https://github.com/rootflo/wavefront.git","develop","🔥🔥🔥 Enterprise AI middleware, alternative to unifyapps, n8n, lyzr","crewai, langgraph","198","30","Python","agentic-ai,agentic-rag,ai-guardrails,ai-middleware,ai-workflow,crewai,enterprise,flo-ai,langchain,langgraph,lyzr,middleware,model-context-protocol,n8n,observability,retrieval-augmented-generation,unifyapps","17","12654","2024-07-25T09:20:24Z","2026-04-17T06:30:14Z","2026-04-17T11:15:51Z","AGPL-3.0","631","43","797","0","ok","10","277","13.17"
"codedog-ai/codedog","https://github.com/codedog-ai/codedog","https://github.com/codedog-ai/codedog.git","master","Code review assistant powered by LLM","langchain","197","30","Python","code-review,code-review-bot,langchain,pull-request-review","15","7840","2023-07-13T16:54:36Z","2026-04-11T06:23:25Z","2026-04-15T22:16:26Z","MIT","1007","13","46","0","ok","9","200","5.96"
"InfiAgent/InfiAgent","https://github.com/InfiAgent/InfiAgent","https://github.com/InfiAgent/InfiAgent.git","main","InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks (ICML 2024)","infiagent","187","23","Python","agent,llms","9","36543","2023-12-16T15:35:35Z","2026-04-10T05:40:36Z","2025-05-29T02:30:44Z","Apache-2.0","529","7","45","0","ok","6","57","3.23"
"aws/sagemaker-scikit-learn-container","https://github.com/aws/sagemaker-scikit-learn-container","https://github.com/aws/sagemaker-scikit-learn-container.git","master","Support code for building and running Amazon SageMaker compatible Docker containers based on the open source framework Scikit-learn (http://scikit-learn.org/stable/)","sage","184","119","Python","","46","1085","2018-10-31T17:28:35Z","2026-04-17T18:53:04Z","2026-04-17T18:53:15Z","Apache-2.0","2725","6","38","0","ok","60","278","3.06"
"hal9ai/hal9","https://github.com/hal9ai/hal9","https://github.com/hal9ai/hal9.git","main","Hal9 — Create and Share Generative Apps","langchain","181","32","Python","api,chatbot,framework,frontend,genapp,hal9,langchain,llm,python,webapp","2","217686","2021-05-26T22:50:39Z","2026-03-07T10:27:50Z","2026-02-25T21:48:28Z","MIT","1735","3","12","0","ok","27","1848","31.95"
"googleapis/mcp-toolbox-sdk-python","https://github.com/googleapis/mcp-toolbox-sdk-python","https://github.com/googleapis/mcp-toolbox-sdk-python.git","main","Python SDK for interacting with the MCP Toolbox for Databases. ","langchain","176","48","Python","databases,genai,langchain,langchain-python,llamaindex,llms,mcp,mcp-client","22","1912","2024-12-16T07:42:31Z","2026-04-17T12:28:33Z","2026-04-16T11:20:16Z","Apache-2.0","486","31","586","1","ok","21","471","29.07"
"santosomar/AI-agents-for-cybersecurity","https://github.com/santosomar/AI-agents-for-cybersecurity","https://github.com/santosomar/AI-agents-for-cybersecurity.git","main","This repository contains resources and materials for courses and presentations related to AI Agents and Agentic Systems for Cybersecurity Operations by Omar Santos.","langchain, langgraph","173","66","Python","agentic-ai,agentic-rag,agents,ai,artificial-intelligence,cyber,cybersecurity,langchain,langchain-python,langgraph,langgraph-python","1","15205","2024-08-06T18:31:24Z","2026-04-15T20:58:28Z","2026-04-16T02:34:20Z","BSD-3-Clause","617","2","9","0","ok","5","236","11.47"
"ksachdeva/langchain-graphrag","https://github.com/ksachdeva/langchain-graphrag","https://github.com/ksachdeva/langchain-graphrag.git","main","GraphRAG / From Local to Global: A Graph RAG Approach to Query-Focused Summarization","langchain","167","27","Python","graphrag,langchain,llm,rag","3","519","2024-07-22T21:56:48Z","2026-04-09T08:20:33Z","2026-03-31T02:00:43Z","Apache-2.0","616","2","2","0","ok","6","191","9.3"
"lfnovo/esperanto","https://github.com/lfnovo/esperanto","https://github.com/lfnovo/esperanto.git","main","A unified interface for various AI model providers","langchain","166","27","Python","anthropic,embeddings,gemini,langchain,language-model,openai","31","7095","2024-11-23T19:43:22Z","2026-04-16T19:09:54Z","2026-04-14T18:32:41Z","MIT","506","55","1063","11","ok","6","280","16.6"
"valmi-io/value","https://github.com/valmi-io/value","https://github.com/valmi-io/value.git","main","⚡ ""Value""  - https://value.valmi.io . Valmi Value is Outcome-based billing and payments infrastructure for AI agents. Meter usage, configure flexible pricing, and track costs & profitability - so you can focus on building great AI products.","crewai, langgraph","166","15","Python","agentic-ai,agents,ai,ai-agents,crewai,langgraph,n8n,open-source","1","54327","2023-02-07T12:40:44Z","2026-04-08T16:52:16Z","2025-12-22T05:06:58Z","NOASSERTION","1048","3","16","0","ok","8","930","26.62"
"mark-watson/langchain-book-examples","https://github.com/mark-watson/langchain-book-examples","https://github.com/mark-watson/langchain-book-examples.git","main","Example code for my book ""LangChain Project Lab Book: Hooking Large Language Models Up to the Real World""  https://leanpub.com/langchain","langchain","165","34","Python","","1","822","2023-02-22T20:11:42Z","2026-04-01T01:05:03Z","2025-10-13T20:47:35Z","","964","1","0","0","ok","3","136","4.23"
"AISquare-Studio/AISquare-Studio-QA","https://github.com/AISquare-Studio/AISquare-Studio-QA","https://github.com/AISquare-Studio/AISquare-Studio-QA.git","main","Setting up QA testing agents using playwright and crewAI","crewai","162","9","Python","ai,automation,crewai,github-actions,multi-agent,openai,playwright,qa,test-automation,test-generation,testing","5","594","2025-08-04T06:40:22Z","2026-04-17T08:00:48Z","2026-04-17T01:55:42Z","Apache-2.0","255","11","307","0","ok","6","163","19.18"
"midodimori/langrepl","https://github.com/midodimori/langrepl","https://github.com/midodimori/langrepl.git","main","Interactive command-line chat application powered by Langchain, Langgraph, Prompt Toolkit and Rich","langchain, langgraph","159","24","Python","","13","1741","2025-10-25T22:34:04Z","2026-04-10T13:46:44Z","2026-04-17T01:01:22Z","MIT","173","77","940","7","ok","3","285","49.42"
"alibaizhanov/mengram","https://github.com/alibaizhanov/mengram","https://github.com/alibaizhanov/mengram.git","main","Human-like memory for AI agents — semantic, episodic & procedural. Experience-driven procedures that learn from failures. Free API, Python & JS SDKs, LangChain, CrewAI & OpenClaw integrations.","crewai, langchain","155","18","Python","ai-agents,ai-memory,cognitive-profile,crewai,episodic-memory,langchain,llm,mcp-server,memory-layer,procedural-memory,rag,semantic-memory","4","2444","2026-02-10T19:20:33Z","2026-04-18T05:09:30Z","2026-04-17T12:17:13Z","Apache-2.0","65","3","79","0","ok","3","458","211.38"
"future-agi/traceAI","https://github.com/future-agi/traceAI","https://github.com/future-agi/traceAI.git","main","Open Source AI Tracing Framework built on Opentelemetry for AI Applications and Frameworks","langchain","155","26","Python","ai,ai-agents,langchain,large-language-models,openai,opentelemetry,tracing","9","9376","2025-04-15T04:57:02Z","2026-04-17T22:04:48Z","2026-04-04T05:39:46Z","MIT","354","0","0","0","failed","11","388","32.88"
"HeadyZhang/agent-audit","https://github.com/HeadyZhang/agent-audit","https://github.com/HeadyZhang/agent-audit.git","master","Static security scanner for LLM agents — prompt injection, MCP config auditing, taint analysis. 49 rules mapped to OWASP Agentic Top 10 (2026). Works with LangChain, CrewAI, AutoGen.","autogen, crewai, langchain","152","13","Python","ai-agent,ai-security,ai-security-tool,cli,crewai,langchain,langchain-security-,llm-safety,llm-security,mcp,owasp,prompt-injection,python,security,static-analysis,taint-analysis,vulnerability-detection,vulnerability-scanner","2","1693","2026-02-03T23:22:36Z","2026-04-16T20:39:13Z","2026-04-02T02:20:23Z","MIT","57","63","1303","0","ok","14","81","42.63"
"Tswoen/Paper-Agent","https://github.com/Tswoen/Paper-Agent","https://github.com/Tswoen/Paper-Agent.git","main","Paper-Agent 是一个面向科研人员和学生的智能论文检索与调研工具。项目基于多智能体协作架构（AutoGen + LangGraph），通过自然语言处理（NLP）、自动化搜索和知识库构建，帮助用户高效查找学术论文、分析文献内容，并进行论文调研。Paper-Agent 支持多平台集成、关键词搜索、自动分析、论文调研，提升了学术研究的效率。适用于论文写作、学术调研、科研项目管理等多种场景，是学术调研的理想助手。","autogen","148","15","Python","agent,agents,ai,autogen,chroma,langchain,llm,multi-agent,paper-agent,python,rag","0","114427","2025-09-01T01:19:24Z","2026-04-17T05:53:08Z","2026-03-04T02:22:05Z","MIT","184","12","4","1","ok","5","89","14.51"
"skygazer42/Weaver","https://github.com/skygazer42/Weaver","https://github.com/skygazer42/Weaver.git","main","基于 LangGraph 的企业级 AI 智能体平台，支持深度研究、代码执行 ，并提供 62+ 内置工具与类Manus的多 Agent 配置。支持 SSE 实时流、任务取消、记忆管理以及多模态交互等能力","langgraph","146","32","Python","agent,deepresearch,langgraph,manus,playwright,sandbox","5","6766","2025-12-17T05:46:40Z","2026-04-17T11:09:55Z","2026-04-11T21:38:51Z","MIT","115","127","313","0","ok","3","586","152.87"
"evandempsey/podcast-llm","https://github.com/evandempsey/podcast-llm","https://github.com/evandempsey/podcast-llm.git","main","Automatically generate engaging AI podcasts from nothing but an episode title.","langchain","144","27","Python","anthropic,elevenlabs,gemini,langchain,llm,notebooklm,openai,podcast,tts","1","6520","2024-10-28T16:14:50Z","2026-03-25T05:18:37Z","2025-07-28T13:32:57Z","NOASSERTION","272","11","52","0","ok","3","66","7.28"
"aws/sagemaker-xgboost-container","https://github.com/aws/sagemaker-xgboost-container","https://github.com/aws/sagemaker-xgboost-container.git","master","This is the Docker container based on open source framework XGBoost (https://xgboost.readthedocs.io/en/latest/) to allow customers use their own XGBoost scripts in SageMaker.","sage","144","96","Python","aws,distributed-training,gbm,inference,machine-learning,python,sagemaker,training,xgboost","61","884","2019-05-20T22:30:07Z","2026-04-03T18:47:34Z","2026-04-03T18:47:35Z","Apache-2.0","2509","31","233","1","ok","46","196","2.34"
"Arvo-AI/aurora","https://github.com/Arvo-AI/aurora","https://github.com/Arvo-AI/aurora.git","main","Aurora — Open source AI-powered agentic incident management & root cause analysis for SREs. LangGraph agents investigate across AWS, Azure, GCP, Kubernetes. Integrates with PagerDuty, Datadog, Grafana, Slack. Apache 2.0.","langgraph","141","25","Python","ai-agents,aiops,automation,aws,azure,datadog,devops,gcp,grafana,incident-management,kubernetes,langgraph,llm-agents,nextjs,observability,open-source,pagerduty,python,root-cause-analysis,sre","29","11408","2026-01-22T14:12:32Z","2026-04-17T21:31:04Z","2026-04-18T05:31:47Z","Apache-2.0","85","5","60","0","ok","9","367","129.53"
"kyegomez/swarms-pytorch","https://github.com/kyegomez/swarms-pytorch","https://github.com/kyegomez/swarms-pytorch.git","main","Swarming algorithms like PSO, Ant Colony, Sakana, and more in PyTorch 😊 ","swarms","138","13","Python","artificial-intelligence,firefly,gpt4,hivemind,machine-learning,multimodal,multimodal-deep-learning,multimodality,networks,neural-network,pso,swarm-algorithm,swarm-intelligence,swarm-optimization,swarm-robotics,swarms,swarms-of-agents","1","61061","2023-09-30T13:19:50Z","2026-03-31T16:09:46Z","2026-04-13T23:37:37Z","MIT","926","2","11","0","ok","3","143","4.63"
"iMicknl/python-sagemcom-api","https://github.com/iMicknl/python-sagemcom-api","https://github.com/iMicknl/python-sagemcom-api.git","main","(Unofficial) Python wrapper to interact with SagemCom F@st routers via internal API's.","sage","135","48","Python","python,sagemcom","9","1254","2020-04-09T14:50:39Z","2026-04-16T12:06:37Z","2026-04-16T12:06:34Z","MIT","2197","2","4","0","ok","17","274","3.74"
"tjni/langgraph-checkpoint-mysql","https://github.com/tjni/langgraph-checkpoint-mysql","https://github.com/tjni/langgraph-checkpoint-mysql.git","main","Library with a MySQL implementation of LangGraph checkpoint saver.","langgraph","134","16","Python","","19","806","2024-09-24T05:30:58Z","2026-04-03T01:30:21Z","2026-01-23T11:11:31Z","MIT","486","11","220","0","ok","5","157","9.69"
"phil65/agentpool","https://github.com/phil65/agentpool","https://github.com/phil65/agentpool.git","main","A unified agent orchestration hub that lets you configure and manage multiple AI agents (native, ACP, AGUI, Claude Code) via YAML, and exposes them through standardized protocols (ACP/OpenCode Server).","pydantic-ai","133","21","Python","acp,agent,ai,litellm,llm,llm-agent,mcp,pydantic,pydantic-ai,yaml","9","33422","2024-12-05T12:50:17Z","2026-04-17T01:15:20Z","2026-04-17T01:15:15Z","MIT","497","103","656","0","ok","4","7386","445.84"
"The-Swarm-Corporation/ClawSwarm","https://github.com/The-Swarm-Corporation/ClawSwarm","https://github.com/The-Swarm-Corporation/ClawSwarm.git","main","A smaller, lighter-weight version of OpenClaw, natively multi-agent, compiles to Rust, and built on the Swarms framework and Swarms ecosystem. One API, unified messaging across Telegram, Discord, and WhatsApp with optional Claude-powered reasoning. ","swarms","132","22","Python","agent,agents,ai,claude-skills,clawdbot,gateway,grpc,ml,moltbook,multi-agent,openclaw,personal-agent,rpc,swarm-agent,swarms","10","662","2026-02-15T22:41:58Z","2026-04-17T15:48:09Z","2026-04-13T03:29:14Z","Apache-2.0","56","10","91","0","ok","2","59","31.61"
"coleam00/PydanticAI-Research-Agent","https://github.com/coleam00/PydanticAI-Research-Agent","https://github.com/coleam00/PydanticAI-Research-Agent.git","main","Pydantic AI Research Agent Built with the PRP Framework Template","pydantic-ai","131","50","Python","","7","301","2025-07-21T16:31:48Z","2026-04-10T17:25:46Z","2025-11-17T14:10:41Z","","118","6","75","0","ok","2","14","3.56"
"BjornMelin/docmind-ai-llm","https://github.com/BjornMelin/docmind-ai-llm","https://github.com/BjornMelin/docmind-ai-llm.git","main","DocMind AI is a powerful, open-source Streamlit application leveraging LlamaIndex, LangGraph, and local Large Language Models (LLMs) via Ollama, LMStudio, llama.cpp, or vLLM for advanced document analysis. Analyze, summarize, and extract insights from a wide array of file formats, securely and privately, all offline.","langgraph","117","16","Python","ai-agents,document-analysis,hybrid-search,langchain,langgraph-supervisor-py,llama-cpp,llamacpp,lmstudio,local-llm,multimodal-embeddings,ollama,private-ai-agents,python,qdrant,sentence-transformers,streamlit,torch,transformers,vllm","5","11898","2025-01-21T23:54:58Z","2026-04-17T08:26:15Z","2026-03-20T15:14:15Z","MIT","422","313","1315","22","ok","4","1331","94.62"
"airbytehq/airbyte-agent-sdk","https://github.com/airbytehq/airbyte-agent-sdk","https://github.com/airbytehq/airbyte-agent-sdk.git","main","🐙 Drop-in tools that give AI agents reliable, permission-aware access to external systems.","pydantic-ai","116","8","Python","ai,ai-agents,airbyte,anthropic,connectors,data,enterprise,gemini,integrations,langchain,llm,mcp,open-source,openai,pydantic-ai,rag","5","31184","2025-11-26T19:18:54Z","2026-04-18T00:27:17Z","2026-04-18T00:27:12Z","NOASSERTION","142","1","36","0","ok","16","6863","1449.93"
"skybrush-io/skybrush-server","https://github.com/skybrush-io/skybrush-server","https://github.com/skybrush-io/skybrush-server.git","main","Server component for Skybrush, an open-source drone light show and drone swarm management framework","swarms","116","65","Python","drone,drone-show,drone-swarm,skybrush,uav","7","9144","2022-05-09T08:53:34Z","2026-04-16T19:11:22Z","2026-04-16T19:11:18Z","GPL-3.0","1438","19","94","0","ok","7","2709","56.52"
"OoriData/OgbujiPT","https://github.com/OoriData/OgbujiPT","https://github.com/OoriData/OgbujiPT.git","main","Client-side toolkit for using large language models, including where self-hosted","langchain","115","7","Python","ai,gpt,langchain,large-language-models,llm,python","1","1543","2023-06-04T21:39:24Z","2026-01-26T07:24:13Z","2026-02-02T01:56:44Z","Apache-2.0","973","9","51","0","ok","8","605","18.65"
"01-ai/langcrew","https://github.com/01-ai/langcrew","https://github.com/01-ai/langcrew.git","main","A high-level multi-agent development framework built on LangGraph, combining CrewAI’s intuitive concepts with enterprise-grade features, ready-to-use templates, and full-stack UI for rapid productization.","crewai, langgraph","114","8","Python","","1","10099","2025-08-12T14:39:20Z","2026-04-05T16:59:09Z","2025-11-04T12:41:16Z","MIT","83","39","849","0","ok","3","13","4.7"
"calf-ai/calfkit-sdk","https://github.com/calf-ai/calfkit-sdk","https://github.com/calf-ai/calfkit-sdk.git","main","🐮 The SDK to build AI agents as distributed, orchestratable microservices","pydantic-ai","114","7","Python","agents,agents-sdk,ai,ai-agents,ai-employees,ai-workflows,asynchronous-communication,automation,calfkit,chatgpt,distributed-systems,event-driven,kafka,llm,openai,pydantic-ai,python,realtime-streaming,sdk,streaming","5","1020","2026-01-08T20:40:22Z","2026-04-16T06:35:42Z","2026-04-12T05:55:28Z","Apache-2.0","93","6","19","0","ok","3","110","35.48"
"langchain-ai/langchain-mongodb","https://github.com/langchain-ai/langchain-mongodb","https://github.com/langchain-ai/langchain-mongodb.git","main","Integrations between MongoDB, Atlas, LangChain, and LangGraph","langchain, langgraph","101","45","Python","langchain,mongodb,mongodb-atlas","12","9068","2024-10-18T17:55:07Z","2026-04-16T04:00:13Z","2026-04-17T00:24:27Z","MIT","545","45","135","3","ok","19","270","14.86"
"zenml-io/kitaru","https://github.com/zenml-io/kitaru","https://github.com/zenml-io/kitaru.git","develop","Open-source platform layer for AI agents in production","pydantic-ai","101","5","Python","agent-framework,ai-agents,checkpoints,durable-execution,llm,mcp,mlops,observability,pydantic,pydantic-ai,python,replay,workflow-orchestration","46","5727","2026-03-05T14:04:26Z","2026-04-17T21:59:34Z","2026-04-17T19:26:08Z","Apache-2.0","43","46","1276","0","ok","12","387","270.0"
"lbedner/aegis-stack","https://github.com/lbedner/aegis-stack","https://github.com/lbedner/aegis-stack.git","main","A production-ready FastAPI platform with modular components and a built-in control plane.","pydantic-ai","101","8","Python","asyncio,boilerplate,cli,copier,copier-template,docker,fastapi,fastapi-starter,fastapi-template,langchain,llm,project-template,pydantic-ai,python,rag,scaffolding,starter-kit,uv","78","189241","2025-04-27T22:56:59Z","2026-04-17T11:57:19Z","2026-04-15T04:32:48Z","MIT","352","104","1881","0","ok","4","543","46.28"
"SSAGESLabs/PySAGES","https://github.com/SSAGESLabs/PySAGES","https://github.com/SSAGESLabs/PySAGES.git","main","Python Suite for Advanced General Ensemble Simulations","sage","101","30","Python","ase,collective-variables,enhanced-sampling,gpu-support,hacktoberfest,hoomd-blue,jax,miccom,openmm,pysages,python,scientific-machine-learning","32","63048","2020-09-05T03:52:05Z","2026-04-17T12:17:43Z","2026-01-30T16:45:06Z","NOASSERTION","1973","7","14","0","ok","11","628","9.55"
"microsoft/spec-to-agents","https://github.com/microsoft/spec-to-agents","https://github.com/microsoft/spec-to-agents.git","main","A multi-agent event planning workflow built with Microsoft Agent Framework - combining Semantic Kernel's enterprise orchestration with AutoGen's multi-agent patterns.","autogen","97","50","Python","agent-framework,autogen,azure-ai-foundry,semantic-kernel","13","2588","2025-08-20T16:05:40Z","2026-04-10T11:51:41Z","2026-04-17T06:55:17Z","MIT","239","12","66","0","ok","8","290","36.4"
"brucechou1983/chainlit_langgraph","https://github.com/brucechou1983/chainlit_langgraph","https://github.com/brucechou1983/chainlit_langgraph.git","main","A seamless integration of Chainlit with LangGraph. Ideal for fast prototyping multi-LLM chatbot or AI agents.","langgraph","95","7","Python","ai,ai-integration,anthropic,chainlit,chatbot,langgraph,llm,ollama,openai,python","0","13972","2024-04-22T08:04:07Z","2026-02-13T14:52:43Z","2025-12-19T11:42:28Z","MIT","606","2","8","0","ok","2","176","8.71"
"Lum1104/MER-Factory","https://github.com/Lum1104/MER-Factory","https://github.com/Lum1104/MER-Factory.git","main","🚀 Pre-process, annotate, evaluate, and train your Affect Computing (e.g., Multimodal Emotion Recognition, Sentiment Analysis) datasets ALL within MER-Factory! (LangGraph Based Agent Workflow)","langgraph","95","13","Python","affective-computing,collaborate,llm-training,multimodal-emotion-recognition,sentiment-analysis","0","3372","2025-06-24T09:55:00Z","2026-04-14T14:08:42Z","2026-03-13T12:45:28Z","MIT","262","2","0","0","ok","3","116","13.28"
"HideyoshiNakazone/jambo","https://github.com/HideyoshiNakazone/jambo","https://github.com/HideyoshiNakazone/jambo.git","main","Jambo - JSON Schema to Pydantic Converter","crewai","94","9","Python","agno-ai,ai,crewai,jsonschema,lanchain,pydantic","0","612","2025-03-28T05:05:32Z","2026-04-08T23:58:16Z","2026-01-14T19:16:53Z","MIT","292","18","193","0","ok","7","233","23.94"
"AttackIQ/SigmAIQ","https://github.com/AttackIQ/SigmAIQ","https://github.com/AttackIQ/SigmAIQ.git","master","A pySigma wrapper and langchain toolkit for automatic rule creation/translation","langchain","93","11","Python","detection-engineering,langchain,llm,python3,security,security-tools,sigma,sigma-rules","3","1570","2023-06-13T17:44:32Z","2026-04-08T01:17:52Z","2025-11-03T12:57:04Z","LGPL-2.1","873","4","54","0","ok","2","76","2.61"
"memgraph/ai-toolkit","https://github.com/memgraph/ai-toolkit","https://github.com/memgraph/ai-toolkit.git","main","Toolkit for building AI-driven graph apps on Memgraph, with LangChain, MCP, and agent implementations. ","langchain","93","10","Python","","30","6254","2025-04-01T09:54:01Z","2026-04-17T07:30:07Z","2026-04-17T13:32:22Z","MIT","381","15","65","8","ok","7","109","8.58"
"samuelint/langchain-openai-api-bridge","https://github.com/samuelint/langchain-openai-api-bridge","https://github.com/samuelint/langchain-openai-api-bridge.git","main","A bridge to use Langchain output as an OpenAI-compatible API","langchain","91","19","Python","","4","918","2024-06-05T18:13:44Z","2026-03-31T08:12:23Z","2025-07-11T14:36:02Z","MIT","400","40","182","46","ok","5","124","9.3"
"DiTo97/deepagents-backends","https://github.com/DiTo97/deepagents-backends","https://github.com/DiTo97/deepagents-backends.git","main","S3 and PostgreSQL remote storage backends for LangChain Deep Agents, enabling persistent and distributed agent file systems.","langchain","91","15","Python","deepagents,langchain,postgresql,remote-storage,s3","1","641","2026-01-07T12:17:21Z","2026-04-17T16:53:22Z","2026-04-17T08:07:12Z","MIT","99","5","69","0","ok","3","48","14.55"
"startino/aitino","https://github.com/startino/aitino","https://github.com/startino/aitino.git","alpha","Aitino is a platform that allows for the creation of crews of AI Agents to help you automate tasks and solve complex problems.","autogen, crewai, metagpt","90","14","Python","ai,aitino,autogen,automation,crewai,llm,machine-learning,metagpt,multiagent-systems","6","13244","2024-02-12T15:37:44Z","2026-04-16T22:40:23Z","2026-04-16T22:40:20Z","NOASSERTION","794","1","0","0","ok","7","316","11.94"
"YS0meone/Corvus","https://github.com/YS0meone/Corvus","https://github.com/YS0meone/Corvus.git","main","Multi-agent AI research system — finds academic papers via semantic search & citation snowballing, then answers questions over them using agentic RAG with self-reflection. Built with LangGraph, FastAPI, Celery, and Qdrant.","langgraph","88","10","Python","academic-research,agentic-rag,ai-agent,celery,fastapi,grobid,langchain,langgraph,multi-agent,python,qdrant,rag,react,typescript,vector-search","0","1009","2025-09-04T21:19:13Z","2026-04-05T11:10:57Z","2026-02-28T22:37:55Z","MIT","177","6","58","0","ok","7","169","28.64"
"aws/sagemaker-hyperpod-recipes","https://github.com/aws/sagemaker-hyperpod-recipes","https://github.com/aws/sagemaker-hyperpod-recipes.git","main","","sage","88","24","Python","","7","2139","2024-07-10T20:51:09Z","2026-04-16T19:01:32Z","2026-04-17T21:28:02Z","Apache-2.0","646","80","854","0","ok","29","121","5.62"
"hidai25/eval-view","https://github.com/hidai25/eval-view","https://github.com/hidai25/eval-view.git","main","Regression testing for AI agents. Snapshot behavior,diff tool calls,catch regressions in CI. Works with LangGraph, CrewAI, OpenAI, Anthropic.","autogen, crewai, langgraph","86","19","Python","agent-benchmark,agent-evaluation,agentic-ai,ai-agents,anthropic,autogen,cli,crewai,evaluation,langchain-agent,langgraph,llm,mcp,openai-assistants,pytest,python,regression-testing,testing","8","122656","2025-11-17T22:21:38Z","2026-04-17T15:48:12Z","2026-04-17T15:48:08Z","Apache-2.0","150","77","1655","0","ok","14","748","149.6"
"datastax/graph-rag","https://github.com/datastax/graph-rag","https://github.com/datastax/graph-rag.git","main","Graph traversal for improved RAG","langchain","85","27","Python","genai,langchain,langchain-python,rag,retrieval-augmented-generation","12","2901","2025-01-08T10:01:13Z","2026-04-16T14:54:02Z","2025-05-05T19:04:56Z","Apache-2.0","117","23","54","0","ok","5","189","48.46"
"passagemath/passagemath","https://github.com/passagemath/passagemath","https://github.com/passagemath/passagemath.git","main","General purpose mathematical software system, compatible fork of https://github.com/sagemath/sage supporting modularized installation with pip. Main repository, containing Sage library (src/), modularized pip-installable packages (pkgs/), Sage distribution (build/). Source repo for most packages in https://pypi.org/org/passagemath/","sage","84","26","Python","computer-algebra-system,mathematics","209","417279","2024-10-14T04:19:39Z","2026-04-17T13:36:08Z","2026-04-18T04:40:58Z","NOASSERTION","551","17","40","0","ok","1583","145007","7895.12"
"aws-samples/sample-agentic-platform","https://github.com/aws-samples/sample-agentic-platform","https://github.com/aws-samples/sample-agentic-platform.git","main","A sample agentic ai platform to run agentic workflows on AWS using either EKS or Bedrock AgentCore with open source frameworks like LangChain/LangGraph, Strands, etc..  ","langchain, langgraph","83","37","Python","","21","3616","2025-04-21T17:05:33Z","2026-04-10T17:19:00Z","2026-04-08T21:18:14Z","MIT-0","352","26","187","0","ok","10","82","6.99"
"Grigorij-Dudnik/RoboCrew","https://github.com/Grigorij-Dudnik/RoboCrew","https://github.com/Grigorij-Dudnik/RoboCrew.git","master","🦾Make your robot autonomous with LLM agent. Set it up with the same ease as normal agents in CrewAI or Autogen","autogen, crewai","83","9","Python","ai-robot-control,embodied-agent,embodied-ai,embodied-llm-agent,mobilerobots,robot,robotics-control,xlerobot","1","165464","2025-09-21T11:08:05Z","2026-04-17T16:50:57Z","2026-04-17T18:05:06Z","MIT","208","5","56","0","ok","9","522","75.29"
"Cognitive-Stack/mcphub","https://github.com/Cognitive-Stack/mcphub","https://github.com/Cognitive-Stack/mcphub.git","master","MCPHub is an embeddable Model Context Protocol (MCP) solution for AI services. Seamlessly integrate MCP servers with OpenAI Agents, LangChain, and Autogen frameworks through a unified interface. Simplifies configuration, setup, and management of MCP tools across different AI applications.","autogen, openai-agents","81","11","Python","","1","382","2025-04-11T03:36:18Z","2026-04-16T23:38:27Z","2025-07-15T06:23:46Z","","95","9","61","0","ok","2","87","27.47"
"mozilla-ai/any-guardrail","https://github.com/mozilla-ai/any-guardrail","https://github.com/mozilla-ai/any-guardrail.git","main","Guardrails to support any-agent","any-agent","79","9","Python","","21","1896","2025-07-18T14:11:25Z","2026-04-17T08:33:30Z","2026-04-17T00:38:28Z","Apache-2.0","272","9","20","0","ok","8","111","12.24"
"VirtualPatientEngine/AIAgents4Pharma","https://github.com/VirtualPatientEngine/AIAgents4Pharma","https://github.com/VirtualPatientEngine/AIAgents4Pharma.git","main","AI Agents for drug discovery, drug development, and other pharmaceutical R&D","langchain, langgraph","78","46","Python","ai-agents,biomodels,knowledge-graph,langchain,langgraph,qsp-modeling,semantic-scholar,streamlit","72","649189","2024-10-30T15:02:16Z","2026-04-13T18:14:07Z","2026-03-30T20:09:17Z","MIT","516","94","587","1","ok","13","348","20.23"
"langchain-ai/langchain-elastic","https://github.com/langchain-ai/langchain-elastic","https://github.com/langchain-ai/langchain-elastic.git","main","Elasticsearch integration into LangChain","langchain","76","33","Python","","16","449","2024-03-25T21:11:25Z","2026-03-04T09:06:07Z","2026-04-06T19:57:31Z","MIT","741","15","161","0","ok","18","77","3.12"
