clone_slug,imports
slimeslab_ComProScanner,crewai:19;langchain:6;langchain_openai:5;langchain_core:3;langchain_community:3;litellm:3;langgraph:1;langchain_cohere:1;langchain_ollama:1;langchain_anthropic:1;langchain_deepseek:1;langchain_together:1;langchain_openrouter:1;langchain_google_genai:1;langchain_fireworks:1;openai:1
skillrepos_ai-aip,smolagents:4;langchain_ollama:2;openai:2;autogen:2;langchain_openai:1;crewai:1;ollama:1
AutomatosAI_automatos-ai,openai:13;agents:5;anthropic:3;langchain_core:1
IABTechLab_seller-agent,crewai:35
arklexai_arksim,agents:10;openai:4;langchain_openai:4;mistralai:2;langgraph:2;anthropic:1;autogen_core:1;autogen_ext:1;autogen_agentchat:1;crewai:1;langchain_core:1;pydantic_ai:1;smolagents:1
dbt-labs_dbt-mcp,openai:5;autogen:3;agents:2;crewai:1;langgraph:1;pydantic_ai:1
jiangxxxue_KOCO-bench,smolagents:413;openai:137;langchain:44;langchain_core:40;langchain_community:30;litellm:17;langchain_openai:12;vertexai:12;agno:12;mistralai:12;agents:10;langchain_ollama:8;langchain_huggingface:8;langgraph:8;anthropic:4;ollama:4;zhipuai:4;cohere:4;langchain_deepseek:4;phoenix:4
ironcladgeek_FalconSignals,crewai:4;langchain_core:1;langchain_anthropic:1;langchain_openai:1
itbench-hub_ITBench-CISO-CAA-Agent,crewai:12;langchain:1;langchain_openai:1;langgraph:1
holetron_hindsight-mempalace,
vectorize-io_hindsight,openai:16;litellm:9;langchain_core:7;langgraph:6;agent_framework:4;crewai:4;autogen_core:3;haystack:3;cohere:2;agno:2;pydantic_ai:2;smolagents:2;anthropic:1;langchain_openai:1;agents:1
respanai_respan,openai:38;agents:26;haystack:12;litellm:7;crewai:6;pydantic_ai:5;dspy:2;langchain_core:2;anthropic:2;langgraph:1;livekit:1;ragas:1;agno:1;langchain_openai:1
Noveum_noveum-trace,langchain_core:20;livekit:15;langchain_openai:13;crewai:11;langgraph:10;openai:6;langchain:5;anthropic:5;langchain_community:1
elevenlabs_elevenlabs-python,
red-hat-data-services_agentic-starter-kits,langchain_core:30;langgraph:24;langchain_openai:9;openai:9;crewai:6;langchain:6;autogen_agentchat:3;autogen_core:2;autogen_ext:2;litellm:1;langchain_community:1
marieai_marie-ai,openai:7;langchain:5;haystack:3;autogen:2;mem0:2;semantic_kernel:1;langchain_community:1;langchain_anthropic:1;agents:1
Agentic-AI-Coach_AgenticAICoach,crewai:42;agents:6;langchain_openai:3;openai:3;langchain:1
rocketride-org_rocketride-server,openai:27;langchain_openai:12;crewai:5;langchain_core:5;anthropic:3;mistralai:3;langchain_aws:2;langchain_xai:2;haystack:2;litellm:2;langchain:1;langchain_anthropic:1;cohere:1
arieradle_shekel,openai:27;anthropic:7;langgraph:5;litellm:5;autogen:4;agents:4;crewai:3;langchain_core:3;cohere:1;langchain_openai:1
digitalocean_gradient-adk,crewai:6;pydantic_ai:3;langgraph:2;langchain_core:1
datarobot-community_datarobot-agent-templates,openai:16;crewai:3;langchain_core:2;ragas:1;langgraph:1;litellm:1
getagentseal_agentseal,anthropic:2;openai:2
eka-care_eka-mcp-sdk,crewai:1
jagmarques_asqav-sdk,dspy:2;langchain_core:2;openai:2;smolagents:2;autogen:1;crewai:1;langchain:1;langchain_community:1;langchain_openai:1;anthropic:1;haystack:1;litellm:1;agents:1
dshivendra_crewai_mcp_adapter,crewai:8
traccia-ai_traccia-py,crewai:2;agents:2;anthropic:1;openai:1;langchain_openai:1;langchain_core:1
IABTechLab_buyer-agent,crewai:48
omega-memory_omega-memory,anthropic:5;openai:3;crewai:3;langchain_core:2;langchain_openai:1
sambanova_agents,agents:83;langchain_core:29;langchain:27;crewai:17;langgraph:15;openai:3;langchain_fireworks:3;langchain_community:3;litellm:2;langchain_openai:2;autogen_core:1;langchain_huggingface:1
quantifylabs_aegis-memory,langgraph:7;openai:6;anthropic:4;langchain_core:3;mem0:2;crewai:1;langchain_openai:1;langchain:1
dunetrace_dunetrace,deepeval:17;crewai:5;langchain:5;langgraph:4;langchain_core:4;langchain_openai:4;haystack:3;openai:3;autogen_core:3;mistralai:2;anthropic:2;autogen_ext:2;autogen_agentchat:2;agents:2
gleanwork_glean-agent-toolkit,agents:4;langchain_core:3;crewai:2;langchain:1;langchain_openai:1;openai:1
hidai25_eval-view,openai:11;anthropic:9;crewai:2;pydantic_ai:2;langgraph:2;langchain_openai:2;langchain_core:2;cohere:1;mistralai:1;ollama:1
anchorco_anchor-sdk,crewai:1;langchain:1;langchain_core:1;mem0:1
ThreeMoonsLab_agents-shipgate,agents:13;langchain_core:7;langchain:6;crewai:4
databrickslabs_kasal,crewai:90;litellm:12;openai:4
datarobot-oss_datarobot-genai,langchain_core:34;openai:19;crewai:16;litellm:7;langgraph:6;langchain_openai:5;langchain:3;deepeval:2;mem0:1
kagenti_agent-examples,
sciosci_mamorx-review-system,crewai:2;anthropic:2;langchain_aws:1;litellm:1
strnad_CrewAI-Studio,crewai:14;agentops:2;langchain_groq:2;langchain_openai:2;langchain_anthropic:2;litellm:1;langchain_community:1
brightdata_brightdata-agent-showcase,crewai:10;langchain_core:9;langgraph:7;agno:5;langchain_google_genai:3;agents:2;langchain_openai:1;openai:1;vertexai:1
fabceolin_the_edge_agent,openai:13;opik:10;dspy:3;langchain:2;crewai:1;litellm:1;anthropic:1;mem0:1;langchain_community:1
MotleyAI_motleycrew,langchain_core:39;langchain:15;langchain_community:6;langchain_anthropic:3;langchain_openai:3;langchain_ollama:1;langchain_groq:1;langchain_together:1;autogen:1;replicate:1
lvgalvao_data-engineering-roadmap,langchain_openai:15;langchain_core:11;langgraph:10;langchain_ollama:8;langchain_community:6;langchain:6;crewai:4;openai:1;agno:1;autogen:1;agents:1
kreneskyp_ix,langchain:77;langchain_community:26;langchain_core:17;langchain_experimental:2;langchain_mistralai:2;openai:1
najeed_ai-agent-eval-harness,langchain_core:3;crewai:2;langgraph:2;langchain_google_genai:2;langchain:1
capocchi_DEVSimPy,openai:1;ollama:1
heurist-network_heurist-agent-framework,agents:14;openai:5;smolagents:1
joinly-ai_joinly,pydantic_ai:2;langchain:1;langgraph:1;langchain_core:1
fetchai_uAgent-Examples,uagents:432;agents:19;langchain_openai:18;langchain_community:17;langchain:17;crewai:10;openai:9;langchain_core:6;langchain_google_genai:2;langchain_cohere:1;langchain_anthropic:1;swarm:1
usemoss_moss,livekit:10;openai:3;langchain_core:3;haystack:3;pydantic_ai:3;crewai:2;smolagents:2;agno:2;dspy:2;anthropic:1;langchain_openai:1;langchain:1;langchain_groq:1;langgraph:1;agents:1
asqi-engineer_asqi-engineer,openai:6;langchain_core:1;langchain_openai:1;deepeval:1
Portkey-AI_portkey-python-sdk,openai:5;langchain:3;langchain_core:2
3D-Tech-Solutions_code-scalpel,autogen:1;crewai:1;langgraph:1
kafein-technology_KAI-Flow,langchain_core:32;openai:7;langgraph:4;langchain_openai:3;deepeval:3;cohere:1;langchain_cohere:1
weaviate_elysia,dspy:27;deepeval:5;litellm:2
modaic-ai_modaic,dspy:36;litellm:7;anthropic:3;openai:3;together:1
yaal-coop_canaille,honcho:1
entropy-research_Devon,anthropic:5;litellm:4;openai:2
ZeroSumEval_ZeroSumEval,dspy:22;litellm:1
aws-samples_sample-apj-sup-sa,agents:19;openai:4;langchain_core:3;anthropic:3;langgraph:2;langchain_openai:1;mem0:1
langchain-ai_deepagents,langchain_core:194;langgraph:116;langchain:109;langchain_anthropic:13;langchain_openai:6;langchain_google_genai:4;langchain_nvidia_ai_endpoints:1;langchain_community:1
SuperagenticAI_dspy-code,dspy:32;anthropic:2;openai:2
KasarLabs_cairo-coder,dspy:25
zbambergerNLP_state-of-thoughts,dspy:37;openai:7;anthropic:2;cohere:1
vibeforge1111_spark-domain-chip-labs,dspy:1
Qredence_fleet-rlm,dspy:72;litellm:1
jmanhype_claude-code-plugin-marketplace,dspy:5;anthropic:3;openai:1
Acacian_aegis,langchain_core:8;openai:4;crewai:4;anthropic:4;pydantic_ai:4;agents:3;litellm:3;langchain_community:2;dspy:2;langchain:1;langgraph:1
BjornMelin_docmind-ai-llm,langgraph:24;langchain_core:23;langchain:3;ollama:3;langchain_openai:2
zikuicai_aegisllm,dspy:10;openai:9;agents:8;litellm:3;anthropic:3;vertexai:2;cohere:1;mistralai:1
Eigenwise_atomic-agents,openai:40;dspy:3;litellm:1;groq:1;anthropic:1
aws_nova-prompt-optimizer,dspy:6;litellm:1
meta-llama_prompt-ops,dspy:7;litellm:6
darinkishore_codex_dspy,dspy:2
seanchatmangpt_dslmodel,dspy:78;openai:6;pydantic_ai:6;swarm:2
SALT-NLP_autometrics,dspy:53;litellm:2
Strategic-Automation_dspy-compounding-engineering,dspy:41;agents:27;litellm:1;openai:1
cmpnd-ai_dspy-cli,dspy:36
avnlp_dspy-opt,dspy:45;deepeval:31
stair-lab_kg-gen,dspy:9;litellm:2
eval-protocol_python-sdk,openai:28;litellm:14;pydantic_ai:13;langchain_core:9;fireworks:8;langgraph:5;langchain:4;deepeval:3;dspy:3
StabRise_ScaleDP,openai:5;dspy:1
qbtrix_soul-protocol,openai:4;dspy:4;anthropic:3;mem0:1;litellm:1;ollama:1
sentient-agi_ROMA,dspy:46;openai:1;litellm:1
Trampoline-AI_predict-rlm,dspy:62;litellm:7;openai:1
dice-group_owlapy,dspy:6;openai:1
bradAGI_GraphMemory,dspy:3;openai:2;langchain:1
gusye1234_nano-graphrag,openai:9;dspy:8;ollama:4
superlinked_sie,haystack:8;agents:6;openai:6;langchain_core:5;dspy:4;crewai:1
zjunlp_MemBase,openai:20;litellm:7;langchain_core:6;langchain:5;ollama:3;langgraph:3;langchain_aws:3;langchain_community:2;together:2;vertexai:2;anthropic:1;groq:1;mem0:1;cohere:1
radiantlogicinc_fastworkflow,dspy:20;litellm:12
borealBytes_dokploy-wizard,mem0:1
boringdata_kurt-core,dspy:6;anthropic:4;litellm:2;openai:2
dynamiqs_dynamiqs,
dkweiss31_qontrol,
qiboteam_qibolab,
Osilly_Vision-DeepResearch,openai:44;litellm:9;langchain_core:5;langgraph:2;together:2;langchain_openai:1;fireworks:1;smolagents:1;camel:1
kungfuai_CVlization,openai:7;anthropic:2;litellm:2;langchain_community:2;dashscope:2;autogen:1;dspy:1;langchain_ollama:1;langchain_groq:1;langchain_openai:1;langchain_core:1;langgraph:1;smolagents:1
rte-france_BERTrend,agents:4;openai:3;langchain_core:2
kvyb_opentulpa,langchain_core:12;langgraph:7;langchain:4;langchain_openai:2;langchain_openrouter:1;openai:1
EPFLiGHT_mmore,langchain_core:31;langgraph:12;dspy:9;langchain_huggingface:5;langchain_community:4;langchain_cohere:2;langchain_mistralai:2;langchain_openai:2;ragas:1;langchain_anthropic:1;langchain_aws:1
OpenDCAI_Mycel,langchain_core:29;langgraph:3;langchain:2;langchain_anthropic:2
TracecatHQ_tracecat,pydantic_ai:24;litellm:3
TUM-AVS_target-bench,
Strong-AI-Lab_Von,openai:5;ollama:4
1KevinFigueroa_vector4cyber,langchain_openai:1;langchain_core:1
oracle_accelerated-data-science,langchain:9;langchain_core:7;autogen:5;openai:2;langchain_community:2;langchain_openai:1
redis-applied-ai_redis-sre-agent,langchain_core:37;langgraph:11;openai:7;langchain_openai:1;langchain_anthropic:1
deltacodes1_Hackotberfest2025,langchain:1;langchain_core:1;langchain_community:1
ganeshnikhil_J.A.R.V.I.S.2.0,langchain_ollama:6;langchain_community:2;langchain:1;langchain_core:1;ollama:1
yifanfeng97_Hyper-Extract,langchain_openai:50;langchain_core:23;langchain_community:2;openai:1;langchain_anthropic:1
googleapis_langchain-google-cloud-sql-pg-python,langchain_core:25;langchain_google_vertexai:6;vertexai:4;langgraph:4;langchain_community:2;langchain:2
ai-christianson_RA.Aid,langchain_core:45;langgraph:9;litellm:7;langchain:3;langchain_anthropic:3;langchain_openai:3;openai:2;langchain_deepseek:2;langchain_google_genai:2;anthropic:1;fireworks:1;langchain_ollama:1;langchain_aws:1;langchain_groq:1;langchain_fireworks:1
topoteretes_cognee,litellm:23;openai:15;deepeval:4;langchain_aws:3;langchain_openai:2;mem0:2;anthropic:1;mistralai:1
nikhilvallishayee_duh,openai:7;anthropic:3
nalamap_nalamap,langchain_core:47;langgraph:21;langchain_openai:6;openai:2;langchain_community:2;langchain_anthropic:1;langchain_google_genai:1;langchain_mistralai:1;langchain:1
zenml-io_kitaru,langchain_core:10;agents:9;langgraph:8;pydantic_ai:5;langchain:4;openai:4
amazon-science_CodeAssistBench,openai:1;mem0:1
GrafeoDB_grafeo-memory,pydantic_ai:16;openai:11;mistralai:5
musicmonk42_The_Code_Factory_Working_V2,agents:14;langchain_core:12;openai:10;langchain_openai:9;anthropic:8;langchain:3;langchain_anthropic:3;langchain_google_genai:3;langchain_community:3;langchain_xai:1;langgraph:1
tran-daniel4_DynoDocs,agents:4;anthropic:2;openai:1;langgraph:1
lucebert_langchain-doc-graph,langchain_core:17;langgraph:7;langchain_openai:6;langchain:3;langchain_community:1
rileylemm_graphrag-hybrid,langchain:1
zach-blumenfeld_graph-nd,langchain_openai:15;langchain_core:2;langgraph:1
Duzafizzl_substrate-ai,agents:1;ollama:1
ScrapeGraphAI_Scrapegraph-ai,langchain_core:37;langchain_openai:18;langchain_ollama:12;langchain_community:10;openai:5;langchain_mistralai:4;langchain_aws:4;langchain_google_genai:1;langchain_together:1;langchain:1;langchain_nvidia_ai_endpoints:1
AI-Buddy-Catalyst-Labs_insta_rag,openai:5
prebid_salesagent,pydantic_ai:7
VirtualPatientEngine_AIAgents4Pharma,langchain_core:87;langgraph:48;langchain_openai:14;langchain:8;langchain_ollama:5;langchain_community:4;langchain_experimental:2;ollama:2;langchain_nvidia_ai_endpoints:2;deepeval:2
symgraph_IDAssist,openai:2;anthropic:1
yogeshhk_Sarvadnya,langchain:19;langchain_community:19;langchain_groq:6;langchain_huggingface:6;groq:6;graphrag:4;openai:3;langchain_core:3;langchain_openai:2;ollama:1;langchain_experimental:1;langgraph:1
neo4j-graphacademy_workshop-genai,langchain:4;langchain_core:4;openai:1
DataArcTech_ToG-3,dashscope:3;openai:2;langchain_huggingface:1
The-Swarm-Corporation_swarms-memory,swarms:2;litellm:1
vishnupriyanpr_Cardiac-Care,langchain:2;langchain_groq:1;groq:1;langchain_community:1;langchain_openai:1;openai:1
django-haystack_django-haystack,haystack:88
NorthlandPositronics_Cogtrix,langchain_core:150;langgraph:12;langchain_community:5;langchain_openai:4;langchain_ollama:2;langchain_anthropic:2;langchain_google_genai:2
ulgens_drf-haystack,haystack:6
mixedbread-ai_mixedbread-ai-haystack,haystack:12
awslabs_graphrag-toolkit,langchain_huggingface:1;langchain_aws:1
liangliangyy_DjangoBlog,haystack:7;openai:1
Health-Informatics-UoN_lettuce,haystack:5
milvus-io_milvus-haystack,haystack:7
AIAsys_AIASys,openai:7;anthropic:1
deepset-ai_hayhooks,haystack:70;openai:1
bcgov_aries-vcr,haystack:16
Yuyang-Song_QUITE,openai:4;haystack:1
City-of-Helsinki_linkedevents,haystack:7
griptape-ai_griptape-nodes-engine,pydantic_ai:12;griptape:9
urstory_urstory-rag,haystack:4;openai:3;langchain_openai:1;ragas:1;anthropic:1
ae-utbm_sith,haystack:9
Ajapaik_ajapaik-web,haystack:4
macports_macports-webapp,haystack:9
MODSetter_SurfSense,langchain_core:189;langgraph:95;langchain:83;litellm:22;langchain_anthropic:1;langchain_community:1
radlab-dev-group_llm-router,openai:5;haystack:1;langchain:1;langchain_core:1;langchain_openai:1;litellm:1;ollama:1
Parisson_Telemeta,haystack:7
Nabla-NTNU_nablaweb,haystack:9
responsibleai_ASSERT,litellm:10;langchain_core:7;langgraph:7;openai:6;langchain_openai:6;phoenix:2;anthropic:1;autogen_agentchat:1;autogen_ext:1;crewai:1;dspy:1;groq:1;haystack:1;mistralai:1;agents:1;pydantic_ai:1;smolagents:1
widelands_widelands-website,haystack:6
ChristianTremblay_pyhaystack,
batiste_django-page-cms,haystack:3
dhrumilp15_haystackfs,
rick-jennings_phable,
BrickSchema_py-brickschema,
wechange-eg_cosinnus-core,haystack:22
huggingface_serge,headroom:1
NadirRouter_NadirClaw,litellm:2;headroom:1
cmjatai_cmj,haystack:8
xbrxr03_clawos,ollama:7
Netflix-Skunkworks_service-capacity-modeling,
gptme_gptme-contrib,anthropic:6;openai:3;headroom:1
volcengine_veadk-python,langchain:6;litellm:4;deepeval:2;langchain_core:2;langgraph:2;agents:1;langchain_openai:1;mem0:1
nickstenning_honcho,honcho:19
falcopackages_falco-cli,honcho:1
reviewboard_reviewboard,haystack:13
Tobi-De_cookiecutter-fastapi,honcho:1
blue-marble_gridpath,
langchain-ai_langchain-ibm,langchain_core:18;langchain_community:2;langchain_huggingface:2;langchain:1
InfiAgent_InfiAgent,infiagent:7;openai:6
AgentToolkit_altk-boost,langchain_core:27;langgraph:7;litellm:3;openai:2;langchain_anthropic:2;langchain_openai:2;smolagents:1;langchain_community:1;langchain_huggingface:1
aws-solutions-library-samples_guidance-for-no-code-multi-agent-ai-orchestration-on-aws,langchain:7;langchain_community:4;langchain_core:2
InternLM_InternLM,lagent:1;openai:1
msqd_harp,honcho:2
TsinghuaDatabaseGroup_DB-GPT,langchain:57;openai:13;agents:3;dashscope:1;zhipuai:1
veritasfuji-japan_veritas_os,openai:1
ML-GSAI_LLaDA,openai:4;lagent:4;anthropic:2;zhipuai:2;langchain:1;dashscope:1
sonic-net_sonic-mgmt,
open-compass_GTA,lagent:17;langchain:6;openai:4;langchain_openai:2;zhipuai:2;langchain_core:1;dashscope:1;anthropic:1
Yuliang-Liu_AlphaOracle,haystack:2
pprp_ACBench,lagent:43;agents:18;openai:8;anthropic:3
Jize-W_RouteMoA,openai:17;lagent:7;anthropic:3;dashscope:2;zhipuai:2;langchain:1
uni-medical_SlideChat,lagent:1
KruxAI_ragbuilder,langchain_community:30;langchain:29;langchain_core:29;langchain_openai:22;langchain_ollama:13;langchain_groq:11;langchain_google_genai:11;langchain_google_vertexai:11;ragas:6;langchain_mistralai:3;openai:2;langchain_huggingface:2;langchain_experimental:1
emanueleielo_ciana-parrot,langchain_core:6;langchain:1;langgraph:1
InternScience_SciReason,lagent:7;openai:3;anthropic:2;zhipuai:2;langchain:1;dashscope:1
NeuralBlitz_LRS-NeuralBlitz,langchain:1;openai:1
yjyddq_DARE,openai:5;lagent:4;anthropic:2;zhipuai:2;langchain:1;dashscope:1;camel:1
gstranded_RAGLEX,langchain:11;langchain_core:5;langchain_community:4;langchain_openai:1;openai:1;langchain_huggingface:1
aws-samples_generative-ai-ml-latam-samples,langchain_core:46;langchain:29;langchain_aws:16;langchain_community:1
themanojdesai_python-a2a,openai:13;langchain:9;langchain_core:8;langchain_openai:5;anthropic:4;langchain_community:3
niceberginc_agentipy,langchain:124;openai:2;langgraph:1;langchain_openai:1;langchain_community:1;langchain_core:1
InternLM_lmdeploy,openai:14;lagent:1;anthropic:1
escottrose01_ace-llm,langchain_openai:9;langchain_core:6;langchain:5;langchain_community:2;langchain_anthropic:1
MatsMoll_aligned,ollama:2;langchain_core:1;langchain_community:1;openai:1
CJohnDesign_FEN_Sliders,langchain:10;langchain_core:5;agents:2;openai:2;langchain_openai:2;langgraph:1;langchain_community:1
GoogleCloudPlatform_core-solution-services,langchain:14;langchain_community:5;vertexai:5;langchain_google_vertexai:1;langchain_openai:1;openai:1;anthropic:1;langchain_core:1
gqy20_TrumanWorld,langchain_core:5;langgraph:3;langchain_openai:1;langchain_anthropic:1
kayba-ai_agentic-context-engine,pydantic_ai:15;litellm:2;anthropic:1;langchain:1;langgraph:1;langchain_core:1;openai:1
bflaven_ia_usages,openai:56;langchain_community:37;langchain:35;langchain_core:19;ollama:14;litellm:5;langchain_openai:5;anthropic:5;crewai:4;mistralai:3
PacificAI_langtest,openai:5;langchain_core:3;ollama:3;langchain:1
parsee-ai_parsee-core,anthropic:2;mistralai:2;replicate:2;langchain_community:1;langchain_core:1;openai:1;cohere:1;ollama:1;together:1;langchain:1
songhahaha66_PaperAgent,langchain_core:9;langchain:4;smolagents:1;langchain_openai:1;langchain_google_genai:1;langchain_anthropic:1;langchain_community:1
gravel-01_proview-desktop,openai:4;langchain_core:2;langchain_openai:1;langchain:1
awslabs_distributed-multi-agent-collaboration,langchain:2;langchain_aws:1;anthropic:1;openai:1
kjgpta_tracesage,langchain_core:80;langchain:66;langgraph:55;langchain_openai:12;langchain_community:4
arm_metis,langchain_core:27;langgraph:9;langchain_openai:5;langchain_anthropic:3;langchain_google_genai:2;langchain_aws:1;anthropic:1
TauricResearch_TradingAgents,langchain_core:20;langgraph:5;langchain_openai:3;langchain_anthropic:1;langchain_aws:1;langchain_google_genai:1
xt765_mermaid-trace,langchain_core:2;langchain_openai:1
JulianNeuberger_llm-process-generation,langchain_core:10;langchain_openai:7;langchain_anthropic:2;langchain_mistralai:1;langchain_community:1
ark-forge_mcp-eu-ai-act,openai:3;anthropic:3;langchain:1
timothy-odofin_agenthub-be,langchain:24;langchain_core:14;langchain_community:6;langchain_openai:5;langgraph:4;langchain_anthropic:1;langchain_google_genai:1;langchain_groq:1;langchain_huggingface:1;langchain_ollama:1
archi-physics_archi,langchain_core:30;langchain:7;langchain_openai:7;langchain_huggingface:4;langchain_anthropic:2;langchain_ollama:2;openai:2;langgraph:1;langchain_google_genai:1;ragas:1;langchain_community:1
AuvaLab_itext2kg,langchain_openai:13;langchain_mistralai:3;langchain_anthropic:2;openai:1
csml-rpi_Foam-Agent,langchain_ollama:5;langchain_openai:5;langchain_huggingface:5;langchain_community:5;langchain_core:4;langgraph:2;langchain:1;langchain_aws:1;langchain_anthropic:1
vibesurf-ai_VibeSurf,langchain_core:55;langchain:47;langchain_community:14;openai:9;langchain_openai:7;dashscope:3;langchain_google_genai:3;anthropic:2;langchain_aws:2;langchain_anthropic:2;langchain_experimental:2;langchain_google_vertexai:2;langgraph:1;cohere:1;langchain_groq:1;phoenix:1;opik:1
NVIDIA-NeMo_Guardrails,langchain_core:45;openai:10;langchain:6;langchain_community:5;langchain_nvidia_ai_endpoints:4;langchain_openai:1;cohere:1;langgraph:1
jianghuguoguo_LORE,openai:2
mdhaarishussain_chaos-kitten,langchain_core:5;langchain_openai:4;langchain_ollama:4;langchain_anthropic:4;langgraph:3
gaoweijun5_arxiv-tracker-agent,langchain_core:6;langgraph:2;langchain_anthropic:1;langchain_openai:1;langchain_community:1
nasa-jpl_rosa,langchain:11;langchain_ollama:2;langchain_anthropic:2;langchain_openai:2;langchain_community:1;langchain_core:1
langasync_langasync,langchain_core:34;langchain_anthropic:8;langchain_aws:6;langchain_openai:6;langchain_google_genai:4;openai:1;anthropic:1
Lyra-stellAI_BYO-LLM-WIKI,langchain_core:5;anthropic:3;openai:3;langchain_openai:2;langchain_anthropic:1;ragas:1;langgraph:1
kaikai52125_NeoTutor,langchain_core:13;langgraph:8;openai:4;litellm:2;anthropic:2;langchain_openai:1;langchain_anthropic:1
uiuc-kang-lab_text_to_sql_benchmarks,openai:21;langchain:5;langchain_openai:4;vertexai:3;langgraph:3;anthropic:2;langchain_google_vertexai:2;langchain_core:2;langchain_google_genai:1;langchain_anthropic:1;dashscope:1
depalmar_ai_for_the_win,anthropic:27;openai:20;langchain_anthropic:20;langchain_core:16;langchain:6;langchain_community:5;langchain_openai:4;langchain_google_genai:3;langchain_ollama:1;langgraph:1
PyPilot-ai_PyPilot-ai,langchain_core:8;langchain_openai:7;langchain_anthropic:4;langchain_groq:2;langchain_google_genai:2;langchain_ollama:2;agents:1;langchain_google_vertexai:1;openai:1;langchain_community:1
sunholo-data_sunholo-py,vertexai:8;langchain:6;langchain_community:4;langchain_google_genai:2;litellm:1;agents:1;langchain_core:1;langchain_experimental:1;langchain_openai:1;langchain_anthropic:1;langchain_google_vertexai:1;ollama:1
RevoltSecurities_RAI,langchain_core:55;langchain:32;langgraph:17;langchain_anthropic:5
haohervchb_GooseLLM,openai:109;anthropic:2;langchain_core:1;langchain_community:1;langchain_openai:1;cohere:1;lagent:1
jwwelbor_AgentMap,langgraph:25;langchain_core:10;langchain:3;langchain_community:3;openai:3;langchain_openai:2;anthropic:2;langchain_google_genai:1;langchain_anthropic:1
jataware_archytas,langchain_core:24;openai:3;langchain_openai:3;anthropic:2;langchain_anthropic:1;langchain_aws:1;langchain_google_genai:1;groq:1;langchain_groq:1;langchain_ollama:1
mifunedev_orchestra,langgraph:69;langchain_core:55;langchain:8;langchain_community:2;groq:1;langchain_anthropic:1
OpenGradient_tee-gateway,langchain_core:8;langchain_openai:2;langchain_google_genai:2;langchain_anthropic:2;langchain_xai:1
Hmbown_rlmagents,langchain_core:71;langchain:70;langgraph:55;langchain_anthropic:5;langchain_google_genai:1;langchain_community:1
crestalnetwork_intentkit,langchain_core:321;langgraph:17;openai:7;langchain:6;langchain_openai:3;langchain_community:3;langchain_anthropic:2;langchain_openrouter:2;agents:1;langchain_google_genai:1;langchain_ollama:1;langchain_deepseek:1;anthropic:1
causalNLP_causal-agent,langchain_core:23;langchain:20;langchain_anthropic:2;langchain_openai:2;langchain_together:1;langchain_deepseek:1;langchain_google_genai:1;openai:1;together:1;vertexai:1
boringdata_boring-semantic-layer,langchain_core:3;openai:1;langchain_anthropic:1;langchain:1
PostHog_posthog-python,openai:39;anthropic:9;langchain_core:7;agents:7;litellm:4;langchain_openai:4;langgraph:2;langchain:2;autogen_agentchat:1;autogen_ext:1;crewai:1;dspy:1;pydantic_ai:1;semantic_kernel:1;smolagents:1;langchain_community:1;langchain_anthropic:1
goruck_home-generative-agent,langchain_core:17;openai:6;ollama:5;langgraph:4;langchain_google_genai:3;langchain_ollama:2;langchain_anthropic:1;langchain_openai:1
datastax_graph-rag,langchain_core:36;langchain_community:5
langchain-ai_langchain-aws,langchain_aws:102;langchain_core:99;langgraph:56;langchain:7;anthropic:3;langchain_community:3;langchain_anthropic:2;langchain_openai:2
YILING0013_AI_NovelGenerator,langchain_openai:2;langchain_core:2;openai:1;langchain:1
splunk_splunk-sdk-python,langchain_openai:2;langchain_anthropic:2;langchain_google_genai:2;langchain:2;langgraph:1;langchain_core:1
santosomar_AI-agents-for-cybersecurity,langchain_openai:28;langchain:19;langchain_core:14;langgraph:7;langchain_community:6;openai:2;crewai:2;ollama:1
ksachdeva_langchain-graphrag,langchain_core:35;langchain:3;langchain_community:2;langchain_ollama:1;langchain_openai:1
project-ryoma_ryoma,langchain_core:48;langgraph:13;openai:4;langchain_community:4;langchain:2;langchain_openai:2;langchain_huggingface:1;langchain_anthropic:1;langchain_google_genai:1;langchain_google_vertexai:1
ginlix-ai_LangAlpha,langchain_core:127;langgraph:74;langchain:43;langchain_anthropic:13;langchain_openai:7;anthropic:4;openai:3;langchain_deepseek:1;langchain_google_genai:1
CAI-testbooks_LLM-Course,langchain_core:13;langchain_community:12;langchain:7;openai:6;langchain_huggingface:5;langchain_ollama:4;langchain_openai:3;ollama:2;dashscope:1;agents:1
RedHatInsights_tangerine-backend,langchain_core:7;langchain_openai:2;langchain_community:1
Simpleyyt_ai-manus,langchain_core:3;langchain:3;openai:1
hashgraph_hedera-agent-kit-py,langchain_core:98;langchain_openai:10;langchain:6;langgraph:6;langchain_anthropic:1;langchain_groq:1
Text2SqlAgent_text2sql-framework,langchain_core:4;langchain:2;anthropic:1;openai:1;langchain_anthropic:1;langchain_openai:1
thiswillbeyourgithub_wdoc,langchain_core:39;langchain_community:14;litellm:7;langchain_openai:2
AleksNeStu_ai-real-estate-assistant,langchain_core:94;agents:21;langchain_openai:13;langchain:6;langchain_community:3;langchain_experimental:1;langchain_anthropic:1;langchain_google_genai:1;langchain_ollama:1;openai:1;anthropic:1
minitap-ai_mobile-use,langchain_core:36;langgraph:19;langchain_google_vertexai:2;langchain_google_genai:2;openai:1;langchain_openai:1;langchain_anthropic:1
