"repo","cg_source","excluded_files","graph_usable","total_functions","graph_nodes","graph_edges","graph_coverage_pct","llm_direct_invokers","llm_transitive_invokers","eval_direct_invokers","eval_transitive_invokers"
"TUM-AVS/target-bench","pyan","0","True","1298","1170","5116","90.1","0","0","0","0"
"prebid/salesagent","pyan","0","True","14407","15973","223646","110.9","5","1267","0","0"
"musicmonk42/The_Code_Factory_Working_V2","none","0","False","21087","0","0","0.0","32","0","0","0"
"1KevinFigueroa/vector4cyber","pyan","0","True","430","340","671","79.1","1","1","0","0"
"deltacodes1/Hackotberfest2025","none","10","False","472","0","0","0.0","0","0","0","0"
"ai-christianson/RA.Aid","pyan_resilient","2","True","1475","1586","11346","107.5","24","71","0","0"
"yifanfeng97/Hyper-Extract","pyan","0","True","749","1232","11579","164.5","24","53","0","0"
"ganeshnikhil/J.A.R.V.I.S.2.0","pyan","0","True","145","114","319","78.6","8","15","0","0"
"nikhilvallishayee/duh","pyan_resilient","1","True","8739","9925","199762","113.6","2","4920","0","0"
"googleapis/langchain-google-cloud-sql-pg-python","pyan","0","True","485","516","2550","106.4","3","0","0","0"
"MODSetter/SurfSense","none","6","False","10998","0","0","0.0","58","0","0","0"
"zenml-io/kitaru","pyan","0","True","6936","9046","241668","130.4","68","12","0","0"
"nalamap/nalamap","pyan","0","True","1675","1756","5531","104.8","24","167","0","0"
"amazon-science/CodeAssistBench","pyan","0","True","2291","2078","7693","90.7","3","26","0","0"
"NorthlandPositronics/Cogtrix","pyan","0","True","15775","17454","163331","110.6","112","8379","0","0"
"GrafeoDB/grafeo-memory","pyan","0","True","822","987","5614","120.1","10","367","0","0"
"tran-daniel4/DynoDocs","pyan","0","True","377","686","5503","182.0","3","21","0","0"
"ScrapeGraphAI/Scrapegraph-ai","pyan","0","True","848","1115","5633","131.5","29","180","0","0"
"lucebert/langchain-doc-graph","pyan","0","True","33","60","182","181.8","11","0","0","0"
"rileylemm/graphrag-hybrid","pyan","0","True","140","123","327","87.9","0","0","0","0"
"Duzafizzl/substrate-ai","pyan","0","True","668","632","2672","94.6","0","0","0","0"
"zach-blumenfeld/graph-nd","pyan","0","True","198","286","1211","144.4","15","8","0","0"
"VirtualPatientEngine/AIAgents4Pharma","pyan_resilient","5","True","1500","1647","58932","109.8","78","38","0","0"
"AIAsys/AIASys","pyan_resilient","2","True","7285","8788","374451","120.6","7","12","0","0"
"AI-Buddy-Catalyst-Labs/insta_rag","pyan","0","True","246","282","1637","114.6","2","13","0","0"
"yogeshhk/Sarvadnya","pyan","0","True","572","461","1449","80.6","11","4","0","0"
"neo4j-graphacademy/workshop-genai","pyan","0","True","25","24","34","96.0","0","0","0","0"
"The-Swarm-Corporation/swarms-memory","pyan","0","True","301","231","842","76.7","1","1","0","0"
"griptape-ai/griptape-nodes-engine","pyan_resilient","1","True","8534","11269","194596","132.0","12","6542","0","0"
"vishnupriyanpr/Cardiac-Care","pyan","0","True","12977","16851","1925418","129.9","0","0","0","0"
"ulgens/drf-haystack","pyan","0","True","224","346","1069","154.5","0","0","0","0"
"mixedbread-ai/mixedbread-ai-haystack","pyan","0","True","123","119","496","96.7","41","2","0","0"
"City-of-Helsinki/linkedevents","pyan_resilient","1","True","3688","4374","63322","118.6","0","0","0","0"
"deepset-ai/hayhooks","pyan_resilient","1","True","1301","1459","4623","112.1","27","229","0","0"
"Health-Informatics-UoN/lettuce","pyan_resilient","1","True","227","276","1223","121.6","5","2","0","0"
"milvus-io/milvus-haystack","pyan","0","True","117","95","435","81.2","11","0","0","0"
"wechange-eg/cosinnus-core","pyan_resilient","1","True","5440","8286","573123","152.3","0","0","0","0"
"bcgov/aries-vcr","pyan","0","True","573","856","6406","149.4","0","0","0","0"
"ae-utbm/sith","pyan","0","True","1984","2801","23999","141.2","0","0","0","0"
"Yuyang-Song/QUITE","pyan","0","True","169","148","483","87.6","4","16","0","0"
"urstory/urstory-rag","pyan","0","True","1158","1240","6635","107.1","5","202","1","122"
"Nabla-NTNU/nablaweb","pyan","0","True","858","1330","52515","155.0","0","0","0","0"
"Ajapaik/ajapaik-web","pyan","0","True","631","854","12013","135.3","0","0","0","0"
"macports/macports-webapp","pyan","0","True","255","369","2644","144.7","0","0","0","0"
"Parisson/Telemeta","pyan_resilient","28","True","719","980","13333","136.3","0","0","0","0"
"radlab-dev-group/llm-router","pyan","0","True","740","819","4499","110.7","24","0","0","0"
"responsibleai/ASSERT","pyan_resilient","1","True","3421","3844","24177","112.4","30","29","0","0"
"Yuliang-Liu/AlphaOracle","pyan_resilient","1","True","11725","14182","393959","121.0","2","1","0","0"
"widelands/widelands-website","pyan","0","True","817","928","3041","113.6","0","0","0","0"
"cmjatai/cmj","pyan_resilient","2","True","3520","5352","228419","152.0","1","1717","0","0"
"reviewboard/reviewboard","pyan","0","True","10340","13027","1076001","126.0","0","0","0","0"
"batiste/django-page-cms","pyan","0","True","349","449","3668","128.7","0","0","0","0"
"ChristianTremblay/pyhaystack","pyan","0","True","397","453","2341","114.1","0","0","0","0"
"dhrumilp15/haystackfs","pyan","0","True","91","110","524","120.9","0","0","0","0"
"BrickSchema/py-brickschema","pyan","0","True","164","202","785","123.2","0","0","0","0"
"rick-jennings/phable","pyan","0","True","338","357","1577","105.6","0","0","0","0"
"NadirRouter/NadirClaw","pyan_resilient","1","True","1538","1466","5120","95.3","0","0","0","0"
"huggingface/serge","pyan","0","True","1306","1254","10023","96.0","0","0","0","0"
"gptme/gptme-contrib","pyan_resilient","3","True","10628","12019","136239","113.1","12","183","0","0"
"blue-marble/gridpath","pyan","0","True","3643","3852","13720","105.7","0","0","0","0"
"volcengine/veadk-python","pyan_resilient","6","True","5628","7084","103513","125.9","2","0","2","0"
"xbrxr03/clawos","none","2","False","2984","0","0","0.0","0","0","0","0"
"Netflix-Skunkworks/service-capacity-modeling","pyan","0","True","1077","1403","9509","130.3","0","0","0","0"
"veritasfuji-japan/veritas_os","pyan_resilient","3","True","13639","15229","319408","111.7","1","841","0","0"
"sonic-net/sonic-mgmt","none","27","False","24081","0","0","0.0","0","0","0","0"
"nickstenning/honcho","pyan","0","True","217","202","591","93.1","0","0","0","0"
"falcopackages/falco-cli","pyan","0","True","60","60","185","100.0","0","0","0","0"
"msqd/harp","pyan_resilient","1","True","1855","2328","17382","125.5","0","0","0","0"
"Tobi-De/cookiecutter-fastapi","pyan_resilient","30","True","14","10","14","71.4","0","0","0","0"
"langchain-ai/langchain-ibm","pyan","0","True","552","582","1561","105.4","96","14","0","0"
"InfiAgent/InfiAgent","pyan","0","True","316","319","1810","100.9","0","0","0","0"
"aws-solutions-library-samples/guidance-for-no-code-multi-agent-ai-orchestration-on-aws","pyan","0","True","1193","1161","6852","97.3","0","0","0","0"
"TsinghuaDatabaseGroup/DB-GPT","pyan_resilient","4","True","1929","1989","14600","103.1","24","62","0","0"
"InternLM/InternLM","pyan","0","True","67","45","109","67.2","1","1","0","0"
"ML-GSAI/LLaDA","pyan_resilient","2","True","3884","5552","53357","142.9","5","4","0","0"
"open-compass/GTA","pyan_resilient","1","True","2921","5277","33107","180.7","2","5","0","0"
"Jize-W/RouteMoA","none","1","False","11416","0","0","0.0","14","0","0","0"
"sands-lab/FOCUS","none","3","False","63007","0","0","0.0","236","0","0","0"
"InternScience/SciReason","pyan_resilient","3","True","3514","7221","89320","205.5","5","6","0","0"
"yjyddq/DARE","pyan_resilient","4","True","5877","8067","88271","137.3","7","4","0","0"
"pprp/ACBench","pyan_resilient","1","True","4533","4300","27891","94.9","1","20","0","0"
"uni-medical/SlideChat","pyan_resilient","1","True","1086","1152","13122","106.1","0","0","0","0"
"InternLM/lmdeploy","pyan_resilient","2","True","9817","10523","340484","107.2","101","46","0","0"
"haohervchb/GooseLLM","none","3","False","30062","0","0","0.0","280","0","0","0"
"KruxAI/ragbuilder","pyan","0","True","429","503","4694","117.2","12","135","6","37"
"emanueleielo/ciana-parrot","pyan","0","True","887","919","3036","103.6","5","3","0","0"
"aws-samples/generative-ai-ml-latam-samples","pyan","0","True","769","715","4182","93.0","20","18","0","0"
"NeuralBlitz/LRS-NeuralBlitz","pyan_resilient","11","True","3016","2839","20673","94.1","1","12","0","0"
"gstranded/RAGLEX","pyan","0","True","478","436","1757","91.2","11","6","0","0"
"bflaven/ia_usages","pyan_resilient","4","True","1718","1569","5129","91.3","85","17","0","0"
"niceberginc/agentipy","pyan","0","True","975","1243","8542","127.5","2","0","0","0"
"themanojdesai/python-a2a","pyan","0","True","1507","1864","30027","123.7","24","726","0","0"
"escottrose01/ace-llm","pyan_resilient","1","True","505","560","2565","110.9","5","5","0","0"
"GoogleCloudPlatform/core-solution-services","pyan","0","True","1306","1615","21656","123.7","4","44","0","0"
"MatsMoll/aligned","pyan","0","True","2606","3611","61169","138.6","4","0","0","0"
"CJohnDesign/FEN_Sliders","pyan","0","True","103","143","889","138.8","10","14","0","0"
"kayba-ai/agentic-context-engine","pyan_resilient","1","True","1271","1507","11701","118.6","14","60","0","0"
"NVIDIA-NeMo/Guardrails","pyan_resilient","1","True","9271","10955","120535","118.2","130","4619","0","0"
"PacificAI/langtest","pyan_resilient","2","True","1281","1691","24495","132.0","9","512","0","0"
"parsee-ai/parsee-core","pyan","0","True","492","648","4151","131.7","2","5","0","0"
"awslabs/distributed-multi-agent-collaboration","pyan","0","True","658","860","7472","130.7","3","271","0","0"
"songhahaha66/PaperAgent","pyan","0","True","613","596","2348","97.2","10","46","0","0"
"gravel-01/proview-desktop","pyan","0","True","1343","1272","6622","94.7","10","22","0","0"
"arm/metis","pyan_resilient","3","True","1945","2547","25810","131.0","18","965","0","0"
"vibesurf-ai/VibeSurf","pyan_resilient","1","True","4015","5433","142132","135.3","23","2094","0","0"
"kjgpta/tracesage","pyan_resilient","2","True","868","1020","4322","117.5","143","219","0","0"
"xt765/mermaid-trace","pyan","0","True","272","362","1475","133.1","1","0","0","0"
"timothy-odofin/agenthub-be","pyan","0","True","3127","3475","24753","111.1","24","30","0","0"
"JulianNeuberger/llm-process-generation","pyan","0","True","293","421","2073","143.7","4","11","0","0"
"ark-forge/mcp-eu-ai-act","pyan_resilient","1","True","814","338","605","41.5","0","0","0","0"
"archi-physics/archi","pyan_resilient","2","True","2262","2278","9847","100.7","14","24","1","3"
"jianghuguoguo/LORE","none","41","False","971","0","0","0.0","3","0","0","0"
"AuvaLab/itext2kg","pyan","0","True","316","379","2857","119.9","0","0","0","0"
"csml-rpi/Foam-Agent","pyan","0","True","215","201","863","93.5","6","41","0","0"
"mdhaarishussain/chaos-kitten","pyan","0","True","753","783","2565","104.0","10","63","0","0"
"kaikai52125/NeoTutor","pyan","0","True","1288","1528","16995","118.6","28","73","0","0"
"gaoweijun5/arxiv-tracker-agent","pyan_resilient","1","True","301","325","2395","108.0","9","26","0","0"
"langasync/langasync","pyan_resilient","1","True","641","615","2638","95.9","3","52","0","0"
"nasa-jpl/rosa","pyan","0","True","265","121","293","45.7","19","8","0","0"
"Lyra-stellAI/BYO-LLM-WIKI","none","0","False","669","0","0","0.0","9","0","2","0"
"jwwelbor/AgentMap","pyan_resilient","1","True","9472","10284","516363","108.6","15","5518","0","0"
"depalmar/ai_for_the_win","pyan","0","True","3194","2782","15233","87.1","43","155","0","0"
"sunholo-data/sunholo-py","pyan","0","True","1273","1395","8655","109.6","2","11","0","0"
"PyPilot-ai/PyPilot-ai","pyan_resilient","2","True","772","1035","5984","134.1","6","33","0","0"
"crestalnetwork/intentkit","pyan_resilient","10","True","3931","4798","79959","122.1","69","156","0","0"
"RevoltSecurities/RAI","pyan","0","True","2135","2511","60404","117.6","35","897","0","0"
"mifunedev/orchestra","pyan","0","True","1811","1959","10885","108.2","20","111","0","0"
"Hmbown/rlmagents","pyan_resilient","1","True","4137","4555","29492","110.1","140","392","0","0"
"jataware/archytas","pyan","0","True","680","834","2941","122.6","14","176","0","0"
"OpenGradient/tee-gateway","pyan","0","True","781","743","8105","95.1","6","91","0","0"
"causalNLP/causal-agent","pyan","0","True","658","698","2524","106.1","36","156","0","0"
"PostHog/posthog-python","pyan_resilient","1","True","3123","3511","115310","112.4","148","0","0","0"
"boringdata/boring-semantic-layer","pyan_resilient","7","True","2986","2772","10687","92.8","1","147","0","0"
"langchain-ai/langchain-aws","pyan","0","True","4136","4250","27390","102.8","197","27","0","0"
"goruck/home-generative-agent","pyan","0","True","3563","3779","20544","106.1","6","574","0","0"
"splunk/splunk-sdk-python","pyan_resilient","1","True","1482","2146","50558","144.8","2","2","0","0"
"AleksNeStu/ai-real-estate-assistant","pyan_resilient","3","True","10573","11022","102960","104.2","22","124","0","0"
"datastax/graph-rag","pyan","0","True","331","414","1567","125.1","0","0","0","0"
"YILING0013/AI_NovelGenerator","pyan","0","True","246","290","909","117.9","8","0","0","0"
"santosomar/AI-agents-for-cybersecurity","pyan","0","True","133","124","272","93.2","13","0","0","0"
"CAI-testbooks/LLM-Course","pyan_resilient","19","True","1440","1172","3813","81.4","20","30","0","0"
"project-ryoma/ryoma","pyan_resilient","6","True","1322","1469","10395","111.1","34","47","0","0"
"ksachdeva/langchain-graphrag","pyan","0","True","145","209","1291","144.1","13","3","0","0"
"hashgraph/hedera-agent-kit-py","pyan","0","True","2013","2328","18021","115.6","36","0","0","0"
"Simpleyyt/ai-manus","pyan","0","True","1279","1541","14704","120.5","5","84","0","0"
"RedHatInsights/tangerine-backend","pyan","0","True","256","264","1439","103.1","1","55","0","0"
"pyinstaller/pyinstaller-hooks-contrib","pyan","0","True","368","331","2458","89.9","0","0","0","0"
"eneo-ai/eneo","none","0","False","13042","0","0","0.0","0","0","0","0"
"thiswillbeyourgithub/wdoc","none","0","False","407","0","0","0.0","5","0","0","0"
"Text2SqlAgent/text2sql-framework","pyan","0","True","180","200","783","111.1","8","5","0","0"
"5zjk5/prompt-engineering","pyan_resilient","3","True","2099","1588","8882","75.7","372","88","0","0"
"robertwhiffin/ai-slide-generator","pyan","0","True","3240","3316","35084","102.3","6","49","0","0"
"minitap-ai/mobile-use","pyan","0","True","713","884","6587","124.0","9","25","0","0"
"SAP/project-kb","pyan","0","True","522","514","1635","98.5","2","0","0","0"
"ExtensionShield/ExtensionShield","pyan","0","True","1742","1846","11167","106.0","4","72","0","0"
"microsoft/langchain-for-beginners","pyan","0","True","179","193","305","107.8","67","15","0","0"
"googleapis/langchain-google-alloydb-pg-python","pyan","0","True","786","821","3966","104.5","3","0","0","0"
"Capsize-Games/airunner","none","2","False","10629","0","0","0.0","17","0","0","0"
"NVIDIA-AI-Blueprints/biomedical-aiq-research-agent","pyan","0","True","72","87","482","120.8","13","7","0","0"
"OpenDCAI/OpenResearchFlow","pyan_resilient","2","True","4597","5687","66135","123.7","23","2181","0","0"
"awslabs/threat-designer","pyan","0","True","997","1064","3598","106.7","20","29","0","0"
"couchbaselabs/agent-catalog","pyan","0","True","512","713","4167","139.3","20","0","1","0"
"cvs-health/langfair","pyan","0","True","196","251","1055","128.1","1","72","0","0"
"grll/mcpadapt","pyan","0","True","123","121","402","98.4","2","0","0","0"
"datastax/ragstack-ai","pyan","0","True","598","698","2378","116.7","12","8","0","0"
"Multi-Agent-LLMs/mallm","pyan","0","True","473","524","2596","110.8","4","0","0","0"
"langchain-ai/langchain-datastax","pyan","0","True","451","520","1864","115.3","4","0","0","0"
"DjTaNg-404/ChatTutor","pyan","0","True","397","374","1871","94.2","19","23","0","0"
"Alpha-Labs-Inc/Alpha-Signal","pyan","0","True","132","161","1548","122.0","1","5","0","0"
"Citrus-bit/Anaxa","pyan_resilient","4","True","2825","3343","26428","118.3","32","125","0","0"
"Chrisolande/Medical-Research-Assistant","pyan","0","True","288","288","789","100.0","2","12","0","0"
"web3spreads/quant-flow","pyan","0","True","538","509","2055","94.6","0","0","0","0"
"AI-NAtive-I/agent-ros-bridge","pyan","0","True","5706","5665","53304","99.3","7","2314","0","0"
"llm-workflow-engine/llm-workflow-engine","pyan","0","True","892","844","4032","94.6","4","73","0","0"
"stevereiner/flexible-graphrag","pyan_resilient","2","True","1573","1647","9700","104.7","7","27","0","0"
"hinthornw/trustcall","pyan","0","True","88","111","415","126.1","11","9","0","0"
"msu-denver/bili-core","pyan","0","True","5519","6749","46914","122.3","246","3939","0","0"
"opea-project/GenAIComps","pyan_resilient","1","True","2139","2575","55854","120.4","57","718","0","0"
"Zhenhaooo/PCASim","pyan","0","True","459","278","3317","60.6","45","15","0","0"
"huggingface/optimum-habana","pyan_resilient","1","True","4189","4537","338021","108.3","1","0","0","0"
"julienlucas/agentic-rag-multiagent","pyan","0","True","114","137","480","120.2","18","13","0","0"
"lksnext-ai-lab/ai-core-tools","pyan_resilient","6","True","4657","4733","30163","101.6","12","20","0","0"
"jeremiedecock/snippets","none","0","False","1678","0","0","0.0","0","0","0","0"
"prospectio-ai/prospectio-api-mcp","pyan","0","True","1108","1220","5469","110.1","11","44","0","0"
"JetXu-LLM/llama-github","pyan","0","True","297","333","1258","112.1","3","0","0","0"
"vndee/local-talking-llm","pyan","0","True","35","30","43","85.7","4","0","0","0"
"rabbicse/llm","pyan","0","True","54","56","128","103.7","6","2","0","0"
"MarksStuff/github-agent","pyan_resilient","1","True","1819","1690","10586","92.9","11","16","0","0"
"XAIHT/Tlamatini","pyan_resilient","1","True","8856","9708","588480","109.6","83","5911","0","0"
"growgraph/ontocast","pyan","0","True","2982","4005","25132","134.3","6","5","0","0"
"climateandtech/report-analyst","pyan","0","True","1134","1094","4505","96.5","0","0","0","0"
"jaschadub/VectorSmuggle","pyan_resilient","1","True","900","760","2371","84.4","8","7","0","0"
"OpenDCAI/Dataflow-LoopAI","pyan","0","True","1333","1569","9309","117.7","51","411","0","0"
"rungalileo/sdk-examples","pyan","0","True","398","421","1446","105.8","35","23","0","0"
"voxel51/voxelgpt","pyan","0","True","372","382","1373","102.7","30","85","0","0"
"redis-developer/langgraph-redis","pyan","0","True","1351","1572","8242","116.4","38","5","0","0"
"cel-ai/celai","pyan","0","True","897","996","7836","111.0","10","10","0","0"
"michaelalbada/BuildingApplicationsWithAIAgents","pyan","0","True","364","379","1252","104.1","39","36","0","0"
"daxa-ai/pebblo","pyan","0","True","516","513","2690","99.4","8","0","0","0"
"RHEcosystemAppEng/sast-ai-workflow","pyan","0","True","1709","1682","6812","98.4","8","288","1","1"
"sunbeam-labs/sunbeam","pyan","0","True","147","147","431","100.0","1","9","0","0"
"singlestore-labs/singlestoredb-python","pyan","0","True","2552","3040","67928","119.1","0","0","0","0"
"OWASP/DockSec","pyan","0","True","396","374","1094","94.4","0","0","0","0"
"Tianyi-Billy-Ma/AutoData","pyan","0","True","514","634","3690","123.3","12","36","0","0"
"mindfiredigital/Agentic-Web-Starter","pyan","0","True","185","221","1153","119.5","1","7","0","0"
"it-at-m/zammad-ai","pyan","0","True","510","636","4035","124.7","4","179","0","0"
"stackitcloud/rag-template","pyan","0","True","1138","1301","8204","114.3","28","29","1","2"
"congwa/embedease-ai","pyan","0","True","2145","2451","38563","114.3","9","937","0","0"
"ENDEVSOLS/Long-Trainer","pyan","0","True","316","277","848","87.7","13","9","0","0"
"tavily-ai/langchain-tavily","pyan","0","True","84","74","256","88.1","0","0","0","0"
"tinyfish-io/tinyfish-web-agent-integrations","pyan","0","True","151","150","424","99.3","5","25","0","0"
"dealfluence/adeu","pyan","0","True","2485","2709","11242","109.0","0","0","0","0"
"oracle/langchain-oracle","pyan_resilient","1","True","2981","3087","13221","103.6","258","26","0","0"
"langchain-ai/langchain-litellm","pyan","0","True","205","181","414","88.3","2","0","0","0"
"oceanbase/langchain-oceanbase","pyan","0","True","541","564","1831","104.3","3","0","0","0"
"langchain-ai/langchain-upstage","pyan","0","True","156","170","334","109.0","28","0","0","0"
"langchain-ai/langchain-meta","pyan","0","True","123","79","177","64.2","0","0","0","0"
"langchain-ai/langchain-mongodb","pyan","0","True","934","1064","3919","113.9","19","46","0","0"
"langchain-ai/langchain-postgres","pyan","0","True","533","589","3535","110.5","0","0","0","0"
"derf974/copilot-langchain","pyan","0","True","104","94","221","90.4","15","0","0","0"
"langchain-ai/langchain-snowflake","pyan","0","True","316","357","1504","113.0","3","2","0","0"
"Grigorij-Dudnik/Clean-Coder-AI","pyan","0","True","222","208","746","93.7","13","23","0","0"
"HKUDS/ViMax","pyan","0","True","630","647","3305","102.7","18","58","0","0"
"kubeflow/docs-agent","pyan","0","True","222","149","279","67.1","0","0","0","0"
"aitomatic/openssa","pyan","0","True","631","815","5043","129.2","8","165","0","0"
"NatLabRockies/elm","pyan","0","True","703","790","4506","112.4","3","18","0","0"
"Kasma-Inc/hirag-prod","pyan_resilient","3","True","502","585","4263","116.5","3","14","0","0"
"FinAgent-Lab/market-analysis-team","pyan","0","True","364","363","1131","99.7","29","11","0","0"
"beatwad/LinkedIn-AI-Job-Applier-Ultimate","pyan","0","True","1521","1432","4264","94.1","42","142","0","0"
"bmigette/BA2TradePlatform","pyan_resilient","4","True","10026","10581","85300","105.5","43","646","0","0"
"SponsioLabs/Sponsio","pyan_resilient","2","True","3808","4180","26020","109.8","11","1822","0","0"
"tisu19021997/langclaw","pyan_resilient","3","True","1295","1530","8788","118.1","15","371","0","0"
"Certora/AIComposer","pyan_resilient","6","True","1534","2182","33455","142.2","14","85","0","0"
"ebiose-ai/ebiose","pyan","0","True","252","377","2252","149.6","3","2","0","0"
"agentiqs/mcp-kit-python","pyan","0","True","469","526","1610","112.2","3","3","0","0"
"brucechou1983/chainlit_langgraph","pyan","0","True","145","134","351","92.4","6","9","0","0"
"zhongyu09/openchatbi","pyan","0","True","1276","1372","4445","107.5","24","191","0","0"
"langchain-ai/langgraph-swarm-py","pyan","0","True","21","21","51","100.0","2","0","0","0"
"plurai-ai/intellagent","pyan","0","True","302","345","1271","114.2","26","55","0","0"
"mceck/shy-sh","pyan","0","True","128","145","467","113.3","11","11","0","0"
"Shy2593666979/AgentChat","pyan","0","True","1353","1679","20128","124.1","72","289","0","0"
"tjni/langgraph-checkpoint-mysql","pyan_resilient","2","True","439","379","1799","86.3","175","0","0","0"
"dog-qiuqiu/invincat","pyan_resilient","4","True","5423","5891","152552","108.6","18","262","0","0"
"datawhalechina/vibe-blog","pyan_resilient","4","True","3440","3734","47047","108.5","6","2153","0","0"
"gapilongo/SOC","pyan","0","True","822","872","5619","106.1","0","0","0","0"
"TeleAI-UAGI/telemem","pyan","0","True","948","1181","6084","124.6","47","61","0","0"
"PangHu1020/scholar-rag","pyan","0","True","145","175","550","120.7","14","15","0","0"
"Just-Curieous/Curie","pyan_resilient","1","True","519","479","2159","92.3","15","65","0","0"
"HimanshuMohanty-Git24/RakshaQuant","pyan","0","True","1003","1217","11276","121.3","7","35","0","0"
"spyrae/kronos-agent-os","pyan","0","True","4566","5146","28929","112.7","93","1670","0","0"
"forge-sdlc/forge","pyan","0","True","3580","3688","14827","103.0","10","283","0","0"
"yueguobin/gns3-copilot","pyan","0","True","1362","1429","6508","104.9","10","109","0","0"
"DeepXiv/deepxiv_sdk","pyan","0","True","271","292","855","107.7","1","155","0","0"
"neul-labs/fast-langgraph","pyan","0","True","393","431","1113","109.7","17","3","0","0"
"grupa-ai/agent-mcp","pyan_resilient","1","True","671","773","7013","115.2","31","222","0","0"
"FusionBrainLab/gigaevo-core","none","2","False","12941","0","0","0.0","63","0","0","0"
"arcprize/ARC-AGI-3-Agents","pyan","0","True","246","263","831","106.9","13","12","0","0"
"mann1x/claude-hooks","pyan","0","True","8808","9290","374711","105.5","34","268","0","0"
"SREGym/SREGym","pyan","0","True","3431","3631","23579","105.8","8","7","0","0"
"Leeroo-AI/kapso","pyan_resilient","1","True","2345","2525","17854","107.7","10","9","0","0"
"gtesei/agentic_design_patterns","pyan","0","True","657","727","2370","110.7","112","68","0","0"
"auth0/auth0-ai-python","pyan","0","True","335","396","1115","118.2","3","2","0","0"
"GenseeAI/open_deep_research","pyan","0","True","114","135","619","118.4","27","14","0","0"
"ob-labs/agentseek-api","pyan_resilient","1","True","1963","2393","38236","121.9","19","133","0","0"
"aegra/aegra","pyan_resilient","1","True","3235","3406","16535","105.3","7","50","0","0"
"av/harbor","pyan","0","True","3468","4121","11051","118.8","36","0","0","0"
"generative-computing/mellea","pyan_resilient","1","True","6207","7880","74505","127.0","16","32","0","0"
"cloud-ru/evo-ai-agents-labs","pyan","0","True","197","200","545","101.5","0","0","0","0"
"docling-project/docling-mcp","pyan","0","True","228","231","854","101.3","2","0","0","0"
"MSDLLCpapers/teal-agents","pyan_resilient","2","True","2001","2409","14668","120.4","20","12","0","0"
"FudanSELab/TripSphere","pyan","0","True","641","746","3183","116.4","10","7","0","0"
"oleksiijko/pmb","pyan_resilient","1","True","3146","3909","24070","124.3","5","1960","0","0"
"10xHub/Agentflow","pyan","0","True","5701","6680","67360","117.2","6","24","0","0"
"saxenauts/persona","pyan","0","True","406","446","2014","109.9","9","3","0","0"
"aws-samples/amazon-elasticache-samples","pyan","0","True","597","544","2069","91.1","4","26","0","0"
"jleechanorg/claude-commands","pyan_resilient","1","True","5306","4744","22413","89.4","8","22","0","0"
"OpenNorve/CogniFold","pyan","0","True","1399","1666","22230","119.1","16","214","0","0"
"dustland/vibex-py","pyan_resilient","2","True","1454","1679","18109","115.5","5","2","0","0"
"eidolon-ai/eidolon","none","2","False","1562","0","0","0.0","10","0","0","0"
"ryaker/mcp-mem0-general","pyan","0","True","11","9","16","81.8","2","5","0","0"
"double16/Cyber-AutoAgent-ng","pyan_resilient","4","True","3795","4552","29769","119.9","4","1773","2","47"
"pixell-global/sayou","pyan","0","True","829","831","4739","100.2","9","114","0","0"
"EfficientContext/ContextPilot","pyan","0","True","1314","1432","9900","109.0","11","77","0","0"
"strands-agents/tools","pyan","0","True","2157","1959","6316","90.8","2","24","0","0"
"shyftlabs/continuum","pyan_resilient","5","True","4841","5644","68742","116.6","15","30","4","3"
"nhadaututtheky/neural-memory","pyan","0","True","13045","14883","227621","114.1","8","7678","0","0"
"HKUDS/MGP","pyan","0","True","821","801","3429","97.6","2","0","0","0"
"chengzi0103/SoulSpeak","pyan","0","True","273","373","1765","136.6","6","15","0","0"
"bvcyber/Cyber-AutoAgent-ng","pyan_resilient","1","True","1809","1994","8597","110.2","7","690","2","6"
"JSONbored/mem0-aio","pyan","0","True","47","44","71","93.6","0","0","0","0"
"aws-controllers-k8s/test-infra","pyan","0","True","308","343","1092","111.4","0","0","0","0"
"SHAdd0WTAka/Zen-Ai-Pentest","pyan","0","True","36569","36191","291834","99.0","9","255","0","0"
"SmartFlowAI/EmoLLM","pyan","0","True","693","569","1987","82.1","2","2","0","0"
"tanghaom/AppEvalPilot","pyan","0","True","257","248","841","96.5","0","0","0","0"
"consciousness-lab/ctm-ai","pyan_resilient","1","True","650","648","2399","99.7","4","5","0","0"
"wangwenju269/work_space","pyan","0","True","505","389","1124","77.0","5","25","0","0"
"SocialAI-tianji/Tianji","pyan","0","True","292","287","1022","98.3","21","14","0","0"
"Privatris/AgentLeak","pyan","0","True","1171","1443","15171","123.2","12","101","0","0"
"rasbt/mlxtend","pyan_resilient","1","True","1189","1255","11545","105.6","0","0","0","0"
"PyUtilib/pyutilib","pyan_resilient","2","True","1531","1714","55540","112.0","0","0","0","0"
"Linaro/lava","pyan_resilient","1","True","4830","5711","114995","118.2","0","0","0","0"
"biocore/gemelli","pyan","0","True","245","266","1393","108.6","0","0","0","0"
"singer-io/target-stitch","pyan","0","True","124","109","1050","87.9","0","0","0","0"
"yt-project/yt","pyan","0","True","5870","7574","199954","129.0","0","0","0","0"
"pk-hack/CoilSnake","pyan","0","True","1132","1360","13834","120.1","0","0","0","0"
"cevoaustralia/aws-google-auth","pyan","0","True","181","170","850","93.9","0","0","0","0"
"nottelabs/bua","pyan","0","True","139","113","360","81.3","0","0","0","0"
