"full_name","clone_slug","matched_frameworks","stars","size_kb","contributors","pushed_at","description","real_ai_app","analyzed_scope","processed","clone_failed","llm_calls","llm_calls_raw","fp_dropped_calls","invokers_direct","invokers_transitive","nd_tests","nd_tests_direct","nd_tests_transitive","eval_calls","total_functions","pct_functions_direct","cg_source","graph_usable","graph_excluded_files","graph_coverage_pct","slice_status","slice_error","frameworks_imported","framework_suspect","framework_evidence","zero_invoker","zero_invoker_reason","imports_matched_fw","py_files","ipynb_files","test_files","http_llm_files","cli_llm_files","in_scope","notes"
"holetron/hindsight-mempalace","holetron_hindsight-mempalace","crewai","10","361480","63","2026-06-27","Hierarchical memory for AI agents. Hindsight storage + MemPalace taxonomy — Rooms, Halls, Layers, Tunnels, Closets. Drop-in Docker upgrade + MCP server.","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","not_processed","","","0","","1","clone_failed","","0","0","0","0","0","",""
"databrickslabs/kasal","databrickslabs_kasal","crewai, crewai_tools","80","94144","16","2026-06-30","","1","1","1","0","33","34","1","25","18013","14334","4","14330","0","33071","0.08","pyan_resilient","True","3","95.3","ok","","crewai, litellm, openai","0","","0","","","","","","","","0","platform/builder, not an application: its users build their own LLM apps with it — visual AI-workflow designer (EXCLUSIONS §12)"
"Noveum/noveum-trace","Noveum_noveum-trace","crewai","11","2147","5","2026-06-30","A high-performance, OpenTelemetry-compliant tracing SDK designed specifically for Large Language Model (LLM) applications and AI workloads.","1","1","1","0","120","121","1","93","23","40","40","0","0","4345","2.14","pyan_resilient","True","1","108.6","ok","","langchain_core, livekit, langchain_openai, crewai, langgraph, openai, langchain, anthropic, langchain_community","0","","0","","","","","","","","",""
"red-hat-data-services/agentic-starter-kits","red-hat-data-services_agentic-starter-kits","crewai, langchain_core","21","8271","18","2026-06-30","Starter kits for building and deploying AI agents. Run interactively locally or deploy to Red Hat OpenShift (including RHOAI) via LlamaStack.","1","1","1","0","47","47","0","30","65","40","0","40","0","1606","1.87","pyan","True","0","106.4","ok","","langchain_core, langgraph, langchain_openai, openai, crewai, langchain, autogen_agentchat, autogen_core, autogen_ext, litellm, langchain_community","0","","0","","","","","","","","",""
"Agentic-AI-Coach/AgenticAICoach","Agentic-AI-Coach_AgenticAICoach","crewai, crewai_tools","28","18780","18","2026-03-01","Developing Coaching Agents for AI Entrepreneurship","1","1","1","0","17","17","0","16","25","12","0","12","0","393","4.07","pyan_resilient","True","4","84.5","ok","","crewai, agents, langchain_openai, openai, langchain","0","","0","","","","","","","","",""
"IABTechLab/buyer-agent","IABTechLab_buyer-agent","crewai","19","4399","6","2026-06-25","","1","1","1","0","7","7","0","7","149","124","0","124","0","5185","0.14","pyan","True","0","109.4","ok","","crewai","0","","0","","","","","","","","",""
"arieradle/shekel","arieradle_shekel","crewai","16","8686","4","2026-06-17","LLM budget control and cost governance for AI agents. Python library for token budgets, usage limits and guardrails for OpenAI, Anthropic, LangChain, LangGraph and agentic systems.","1","1","1","0","344","344","0","265","12","249","242","7","0","2640","10.04","pyan_resilient","True","1","117.2","ok","","openai, anthropic, langgraph, litellm, autogen, agents, crewai, langchain_core, cohere, langchain_openai","0","","0","","","","","","","","",""
"digitalocean/gradient-adk","digitalocean_gradient-adk","crewai","13","76302","9","2026-06-01","The Gradient AI Platform Agent Development Kit and CLI.","1","1","1","0","16","16","0","15","2","15","14","1","0","929","1.61","pyan","True","0","98.5","ok","","crewai, pydantic_ai, langgraph, langchain_core","0","","0","","","","","","","","",""
"jagmarques/asqav-sdk","jagmarques_asqav-sdk","crewai, dspy, smolagents","177","2086","7","2026-06-30","Python and TypeScript SDKs for verifiable evidence of AI agent actions. Signed receipts, policy enforcement, audit trails. Works with LangChain, CrewAI, MCP.","1","1","1","0","2","2","0","2","0","0","0","0","0","2376","0.08","pyan","True","0","109.3","ok","","dspy, langchain_core, openai, smolagents, autogen, crewai, langchain, langchain_community, langchain_openai, anthropic, haystack, litellm, agents","0","","0","","","","","","","","",""
"getagentseal/agentseal","getagentseal_agentseal","crewai","288","16685","4","2026-06-11","Security toolkit for AI agents. Scan your machine for dangerous skills and MCP configs, monitor for supply chain attacks, test prompt injection resistance, and audit live MCP servers for tool poisonin","1","1","1","0","4","4","0","2","298","247","0","247","0","1747","0.11","pyan","True","0","128.2","ok","","anthropic, openai","0","","0","","","","","","","","0","real LLM app, but imports only anthropic, openai — outside the top-20, not measured; not an agentic application (EXCLUSIONS §17b): matched `crewai` but every direct invoker came from raw provider SDK patterns only (openai 1, anthropic 1); imports no agentic framework"
"omega-memory/omega-memory","omega-memory_omega-memory","crewai","173","10813","9","2026-06-27","Persistent memory for AI coding agents","1","1","1","0","7","7","0","5","1321","794","0","794","0","2874","0.17","pyan","True","0","106.7","ok","","anthropic, openai, crewai, langchain_core, langchain_openai","0","","0","","","","","","","","",""
"datarobot-community/datarobot-agent-templates","datarobot-community_datarobot-agent-templates","crewai","19","5344","2","2026-06-24","DataRobot Agentic Workflow Templates","1","1","1","0","9","14","5","9","0","4","4","0","0","429","2.1","pyan_resilient","True","1","90.2","ok","","openai, crewai, langchain_core, ragas, langgraph, litellm","0","","0","","","","","","","","",""
"eka-care/eka-mcp-sdk","eka-care_eka-mcp-sdk","crewai","10","647","3","2026-06-30","Eka Care API's over MCP ","1","1","1","0","1","1","0","1","1","0","0","0","0","391","0.26","pyan","True","0","97.4","ok","","crewai","0","","0","","","","","","","","",""
"traccia-ai/traccia-py","traccia-ai_traccia-py","crewai","79","302","6","2026-06-25","OpenTelemetry-native observability, governance, and compliance for AI agents and LLM applications","1","1","1","0","0","0","0","0","0","0","0","0","0","769","0.0","pyan","True","0","102.7","absent","","crewai, agents, anthropic, openai, langchain_openai, langchain_core","0","","1","imports_fw_no_call_site","crewai","101","0","15","0","0","",""
"dshivendra/crewai_mcp_adapter","dshivendra_crewai_mcp_adapter","crewai","14","932","5","2026-03-29","","1","1","1","0","1","1","0","1","0","0","0","0","0","69","1.45","pyan","True","0","136.2","ok","","crewai","0","","0","","","","","","","","",""
"sambanova/agents","sambanova_agents","crewai, langchain_fireworks, langgraph","59","16008","12","2026-05-05","","1","1","1","0","42","45","3","31","32","0","0","0","0","828","3.74","pyan_resilient","True","2","108.9","ok","","agents, langchain_core, langchain, crewai, langgraph, openai, langchain_fireworks, langchain_community, litellm, langchain_openai, autogen_core, langchain_huggingface","0","","0","","","","","","","","",""
"ThreeMoonsLab/agents-shipgate","ThreeMoonsLab_agents-shipgate","crewai","106","24193","2","2026-06-30","The deterministic merge gate for AI-generated agent capability changes — a local-first, static Tool-Use Readiness review for MCP, OpenAPI, and SDK tool surfaces. Open-source CLI + GitHub Action.","1","1","1","0","4","4","0","4","0","0","0","0","0","7865","0.05","pyan_resilient","True","2","136.7","ok","","agents, langchain_core, langchain, crewai","0","","0","","","","","","","","",""
"dunetrace/dunetrace","dunetrace_dunetrace","crewai, haystack","54","6626","8","2026-06-30","Real-time monitoring of production AI agents. No raw content transmitted. ","1","1","1","0","139","151","12","117","66","162","105","57","34","5655","2.07","pyan_resilient","True","2","112.0","ok","","deepeval, crewai, langchain, langgraph, langchain_core, langchain_openai, haystack, openai, autogen_core, mistralai, anthropic, autogen_ext, autogen_agentchat, agents","0","","0","","","","","","","","",""
"datarobot-oss/datarobot-genai","datarobot-oss_datarobot-genai","crewai, crewai_tools","14","17535","29","2026-06-30","Repository for datarobot-genai library","1","1","1","0","38","40","2","38","145","158","30","128","0","7433","0.51","pyan","True","0","114.0","ok","","langchain_core, openai, crewai, litellm, langgraph, langchain_openai, langchain, deepeval, mem0","0","imported_by=1 as `datarobot_genai` (e.g. datarobot-community/datarobot-agent-templates)","0","","","","","","","","",""
"quantifylabs/aegis-memory","quantifylabs_aegis-memory","crewai, langchain, mem0","26","1202","3","2026-06-30","Secure context engineering for AI agents. Content security · integrity verification · trust hierarchy · ACE patterns. Self-hosted, Apache 2.0.","1","1","1","0","14","14","0","12","30","10","0","10","0","2194","0.55","pyan","True","0","118.2","ok","","langgraph, openai, anthropic, langchain_core, mem0, crewai, langchain_openai, langchain","0","","0","","","","","","","","",""
"hidai25/eval-view","hidai25_eval-view","crewai, crewai_tools","118","123247","15","2026-06-15","Regression testing for AI agents. Snapshot behavior,diff tool calls,catch regressions in CI. Works with LangGraph, CrewAI, OpenAI, Anthropic.","1","1","1","0","26","26","0","24","2021","1227","0","1227","0","4177","0.57","pyan","True","0","118.1","ok","","openai, anthropic, crewai, pydantic_ai, langgraph, langchain_openai, langchain_core, cohere, mistralai, ollama","0","","0","","","","","","","","",""
"fabceolin/the_edge_agent","fabceolin_the_edge_agent","crewai, crewai_tools","27","33223","4","2026-05-17","Neurosymbolic AI agent framework - LLM + Prolog reasoning for small models. Single binary, runs offline or cloud-ready. Python & Rust.","1","1","1","0","24","24","0","14","5041","3596","3","3593","1","9056","0.15","pyan_resilient","True","4","104.4","ok","","openai, opik, dspy, langchain, crewai, litellm, anthropic, mem0, langchain_community","0","","0","","","","","","","","0","framework, not an application: YAML agent runtime (EXCLUSIONS §12)"
"gleanwork/glean-agent-toolkit","gleanwork_glean-agent-toolkit","crewai","61","6058","6","2026-04-08","AI Agent toolkit for adapting Glean's enterprise tools across multiple frameworks","1","1","1","0","0","0","0","0","0","0","0","0","0","500","0.0","pyan","True","0","118.2","absent","","agents, langchain_core, crewai, langchain, langchain_openai, openai","0","","1","imports_fw_no_call_site","crewai","79","0","35","0","0","",""
"3D-Tech-Solutions/code-scalpel","3D-Tech-Solutions_code-scalpel","crewai","15","47267","5","2026-06-23","Code Scalpel is the bridge between **Generative AI** and **Reliable Software Engineering**. It is an **MCP (Model Context Protocol) server** designed to be the primary toolset for AI agents (like Clau","1","1","1","0","0","0","0","0","0","0","0","0","0","17176","0.0","pyan_resilient","True","3","111.7","absent","","autogen, crewai, langgraph","0","","1","imports_fw_no_call_site","crewai","1179","2","531","0","1","",""
"anchorco/anchor-sdk","anchorco_anchor-sdk","crewai, mem0","14","7445","6","2026-04-07","The official SDKs for Anchor API.","1","1","1","0","2","2","0","2","4","4","0","4","0","279","0.72","pyan","True","0","110.4","ok","","crewai, langchain, langchain_core, mem0","0","","0","","","","","","","","",""
"Portkey-AI/portkey-python-sdk","Portkey-AI_portkey-python-sdk","crewai","114","8406","16","2026-06-18","Build reliable, secure, and production-ready AI apps easily.","1","1","1","0","0","2","2","1","0","1","1","0","0","4065","0.02","pyan","True","0","183.5","ok","","openai, langchain, langchain_core","0","","0","","","","","","","","",""
"najeed/ai-agent-eval-harness","najeed_ai-agent-eval-harness","crewai, langgraph","34","44356","3","2026-06-29","The open-source MultiAgentOps evaluation and verification harness for any industry business workflow.","1","1","1","0","8","8","0","5","44","36","0","36","0","3728","0.13","pyan_resilient","True","14","99.6","ok","","langchain_core, crewai, langgraph, langchain_google_genai, langchain","0","","0","","","","","","","","",""
"sciosci/mamorx-review-system","sciosci_mamorx-review-system","crewai_tools","11","35353","6","2026-05-22","","1","1","1","0","4","4","0","4","18","0","0","0","0","319","1.25","pyan","True","0","107.8","ok","","crewai, anthropic, langchain_aws, litellm","0","","0","","","","","","","","",""
"kagenti/agent-examples","kagenti_agent-examples","crewai_tools","12","9927","25","2026-06-29","Sample Agents and Tools for Kagenti platform","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","not_processed","","","0","","1","clone_failed","","0","0","0","0","0","",""
"strnad/CrewAI-Studio","strnad_CrewAI-Studio","crewai_tools, langchain_anthropic, langchain_groq","1304","1358","20","2026-06-11","A user-friendly, multi-platform GUI for managing and running CrewAI agents and tasks. Supports Conda and virtual environments, no coding needed. ","1","1","1","0","1","1","0","1","3","0","0","0","0","274","0.36","pyan","True","0","124.5","ok","","crewai, agentops, langchain_groq, langchain_openai, langchain_anthropic, litellm, langchain_community","0","","0","","","","","","","","",""
"brightdata/brightdata-agent-showcase","brightdata_brightdata-agent-showcase","crewai_tools","31","22144","2","2026-02-09","Open-source collection of AI agents covering  web scraping, discovery, and data extraction. Each agent includes detailed documentation and proven integration patterns.","1","1","1","0","32","32","0","29","27","2","1","1","0","334","8.68","pyan","True","0","95.8","ok","","crewai, langchain_core, langgraph, agno, langchain_google_genai, agents, langchain_openai, openai, vertexai","0","","0","","","","","","","","",""
"lvgalvao/data-engineering-roadmap","lvgalvao_data-engineering-roadmap","crewai_tools","1359","59983","5","2026-05-12","Formação Profissional em Engenharia de Dados e IA","1","1","1","0","45","49","4","39","14","0","0","0","0","677","5.76","pyan_resilient","True","1","96.0","ok","","langchain_openai, langchain_core, langgraph, langchain_ollama, langchain_community, langchain, crewai, openai, agno, autogen, agents","0","","0","","","","","","","","",""
"kreneskyp/ix","kreneskyp_ix","langchain","1043","6822","5","2026-01-01","Autonomous GPT-4 agent platform","1","1","1","0","118","118","0","89","66","87","65","22","0","1331","6.69","pyan_resilient","True","1","125.2","ok","","langchain, langchain_community, langchain_core, langchain_experimental, langchain_mistralai, openai","0","","0","","","","","","","","",""
"MotleyAI/motleycrew","MotleyAI_motleycrew","langchain_ollama","409","48653","8","2026-03-26","Flexible and powerful multi-agent AI framework","1","1","1","0","25","26","1","21","37","11","1","10","0","542","3.87","pyan","True","0","129.0","ok","","langchain_core, langchain, langchain_community, langchain_anthropic, langchain_openai, langchain_ollama, langchain_groq, langchain_together, autogen, replicate","0","","0","","","","","","","","",""
"fetchai/uAgent-Examples","fetchai_uAgent-Examples","uagents_core","39","14688","13","2026-05-28","Source codes of uAgents and uAgent-based applications","0","0","1","0","33","33","0","32","165","0","0","0","0","1190","2.69","pyan_resilient","True","1","128.8","ok","","uagents, agents, langchain_openai, langchain_community, langchain, crewai, openai, langchain_core, langchain_google_genai, langchain_cohere, langchain_anthropic, swarm","0","","0","","","","","","","","",""
"capocchi/DEVSimPy","capocchi_DEVSimPy","dynamiq","58","302812","4","2026-04-16","DEVSimPy – Visualize, Model, and Simulate Discrete Event Systems with Python.","1","0","1","0","2","2","0","2","0","0","0","0","0","3364","0.06","none","False","2","0.0","ok","","openai, ollama","0","","0","","","","","","","","0","real LLM app, but imports only ollama, openai — outside the top-20, not measured; not an agentic application (EXCLUSIONS §17b): matched `dynamiq` but every direct invoker came from raw provider SDK patterns only (openai 2); imports no agentic framework"
"heurist-network/heurist-agent-framework","heurist-network_heurist-agent-framework","smolagents","817","15730","19","2026-05-29","A flexible multi-interface AI agent framework for building agents with reasoning, tool use, memory, deep research, blockchain interaction, MCP, and agents-as-a-service.","1","1","1","0","6","6","0","6","423","9","0","9","0","1654","0.36","pyan","True","0","105.7","ok","","agents, openai, smolagents","0","","0","","","","","","","","",""
"langchain-ai/deepagents","langchain-ai_deepagents","langchain_anthropic, langchain_core, langchain_tests, langgraph","25456","172444","130","2026-06-30","The batteries-included agent harness.","1","1","1","0","384","385","1","339","9698","7801","296","7505","0","24013","1.41","pyan_resilient","True","2","113.6","ok","","langchain_core, langgraph, langchain, langchain_anthropic, langchain_openai, langchain_google_genai, langchain_nvidia_ai_endpoints, langchain_community","1","owner_matches=langchain_anthropic","0","","","","","","","","0","framework, not an application: pip-installable agent harness by langchain-ai (EXCLUSIONS §11)"
"joinly-ai/joinly","joinly-ai_joinly","pydantic_ai","527","1655","5","2026-03-19","Make your meetings accessible to AI Agents","1","1","1","0","2","2","0","2","6","0","0","0","0","410","0.49","pyan","True","0","105.6","ok","","pydantic_ai, langchain, langgraph, langchain_core","0","","0","","","","","","","","",""
"aws-samples/sample-apj-sup-sa","aws-samples_sample-apj-sup-sa","mem0","15","34276","30","2026-06-30","","1","1","1","0","7","7","0","7","14","4","0","4","0","4501","0.16","pyan","True","0","103.7","ok","","agents, openai, langchain_core, anthropic, langgraph, langchain_openai, mem0","0","","0","","","","","","","","",""
"usemoss/moss","usemoss_moss","haystack","432","110098","22","2026-06-30","The retrieval layer for production AI systems. Lightning-fast (<10ms) search without vector databases. Built for browser, edge, on-device, and cloud.","1","1","1","0","10","10","0","9","6","3","1","2","0","1212","0.74","pyan","True","0","109.8","ok","","livekit, openai, langchain_core, haystack, pydantic_ai, crewai, smolagents, agno, dspy, anthropic, langchain_openai, langchain, langchain_groq, langgraph, agents","0","","0","","","","","","","","",""
"kafein-technology/KAI-Flow","kafein-technology_KAI-Flow","deepteam","50","81274","11","2026-06-30","Kai Fusion Build AI Agents & Workflows, Visually","0","0","1","0","32","32","0","18","1096","5","0","5","0","1600","1.12","pyan","True","0","129.3","ok","","langchain_core, openai, langgraph, langchain_openai, deepeval, cohere, langchain_cohere","0","","0","","","","","","","","",""
"asqi-engineer/asqi-engineer","asqi-engineer_asqi-engineer","deepteam","62","4605","19","2026-06-29","ASQI (AI Solutions Quality Index) Engineer - run containerised AI tests and map to score cards!","0","0","1","0","7","7","0","7","8","0","0","0","0","1671","0.42","pyan","True","0","106.8","ok","","openai, langchain_core, langchain_openai, deepeval","0","","0","","","","","","","","",""
"yaal-coop/canaille","yaal-coop_canaille","honcho","24","32168","37","2026-06-29","Lightweight Identity and Autorization Management mirror https://gitlab.com/yaal/canaille","1","0","1","0","0","0","0","0","0","0","0","0","0","2094","0.0","pyan_resilient","True","1","88.3","absent","","honcho","0","","1","imports_fw_no_call_site","honcho","288","0","121","0","0","uncovered","real LLM app, but imports only honcho — outside the top-20, not measured"
"Osilly/Vision-DeepResearch","Osilly_Vision-DeepResearch","smolagents","650","68063","5","2026-06-08","[ICML 2026] Multimodal deep-research MLLM and benchmark. The first long-horizon multimodal deep-research MLLM, extending the number of reasoning turns to dozens and the number of search-engine interac","1","1","1","0","70","70","0","64","8039","948","2","946","0","19078","0.34","pyan_resilient","True","3","127.6","ok","","openai, litellm, langchain_core, langgraph, together, langchain_openai, fireworks, smolagents, camel","0","","0","","","","","","","","",""
"weaviate/elysia","weaviate_elysia","dspy","1922","65652","7","2026-02-06","Python package and backend for the Elysia platform app.","1","1","1","0","21","21","0","16","259","100","0","100","10","755","2.12","pyan","True","0","117.6","ok","","dspy, deepeval, litellm","0","","0","","","","","","","","",""
"entropy-research/Devon","entropy-research_Devon","dspy","3450","139414","14","2025-05-26","Devon: An open-source pair programmer","1","1","1","0","3","3","0","3","1128","16","0","16","0","3962","0.08","pyan_resilient","True","12","94.2","ok","","anthropic, litellm, openai","0","","0","","","","","","","","0","real LLM app, but imports only anthropic, litellm, openai — outside the top-20, not measured; not an agentic application (EXCLUSIONS §17b): matched `dspy` but every direct invoker came from raw provider SDK patterns only (anthropic 2, openai 1); imports no agentic framework"
"modaic-ai/modaic","modaic-ai_modaic","dspy","26","23082","6","2026-06-23","Python SDK for Modaic","1","1","1","0","1","1","0","1","0","0","0","0","0","855","0.12","pyan_resilient","True","15","115.9","ok","","dspy, litellm, anthropic, openai, together","0","","0","","","","","","","","",""
"ZeroSumEval/ZeroSumEval","ZeroSumEval_ZeroSumEval","dspy","35","10872","10","2025-04-17","A framework for pitting LLMs against each other in an evolving library of games ⚔","1","1","1","0","0","0","0","0","0","0","0","0","0","421","0.0","pyan_resilient","True","1","120.4","ok","","dspy, litellm","0","","1","imports_fw_no_call_site","dspy","98","0","17","0","0","",""
"seanchatmangpt/dslmodel","seanchatmangpt_dslmodel","dspy, swarms","27","54694","2","2025-06-27","Structured outputs from DSPy and Jinja2","1","1","1","0","38","38","0","32","4759","135","0","135","0","9409","0.34","pyan_resilient","True","19","130.8","ok","","dspy, openai, pydantic_ai, swarm","0","imported_by=1 as `dslmodel` (e.g. seanchatmangpt/dspygen)","0","","","","","","","","",""
"SuperagenticAI/dspy-code","SuperagenticAI_dspy-code","dspy","76","3421","3","2026-03-02","Claude Code for DSPy: Comprehensive CLI to Optimize Your DSPy Code. our AI-Powered DSPy Development Assistant","1","1","1","0","4","4","0","4","635","161","0","161","0","1176","0.34","pyan","True","0","106.9","ok","","dspy, anthropic, openai","0","","0","","","","","","","","",""
"vibeforge1111/spark-domain-chip-labs","vibeforge1111_spark-domain-chip-labs","dspy","22","4787","8","2026-06-26","Meta-research lab for domain chip R&D, methodology improvement, and recursive self-improvement","1","1","1","0","0","0","0","0","0","0","0","0","0","2626","0.0","pyan","True","0","99.0","absent","","dspy","0","","1","imports_fw_no_call_site","dspy","189","0","82","0","0","",""
"KasarLabs/cairo-coder","KasarLabs_cairo-coder","dspy","40","24999","4","2026-02-27","Vibe. Prove. Verify.","1","1","1","0","2","2","0","2","2","1","0","1","0","424","0.47","pyan","True","0","118.6","ok","","dspy","0","","0","","","","","","","","",""
"Qredence/fleet-rlm","Qredence_fleet-rlm","dspy","48","48574","7","2026-06-30","DSPy's Recursive Language Model (RLM) with Daytona Sandbox for secure cloud-based code execution","1","1","1","0","2","2","0","2","2304","1175","2","1173","0","4369","0.05","pyan_resilient","True","4","131.4","ok","","dspy, litellm","0","","0","","","","","","","","",""
"zbambergerNLP/state-of-thoughts","zbambergerNLP_state-of-thoughts","dspy","26","72421","2","2026-05-29","Inference-Time-Compute (ITC) with open-source LLMs through STATe-of-Thoughts","1","1","1","0","31","32","1","27","10","14","14","0","0","1059","2.55","pyan","True","0","125.4","ok","","dspy, openai, anthropic, cohere","0","","0","","","","","","","","",""
"Acacian/aegis","Acacian_aegis","dspy","10","5209","2","2026-05-05","LLM guardrails & prompt injection detection for Python. Auto-instruments LangChain, CrewAI, OpenAI, LiteLLM + 8 more frameworks. PII masking, toxicity detection, policy CI/CD. One line, zero code chan","1","1","1","0","14","18","4","13","246","224","7","217","0","8970","0.14","pyan","True","0","117.8","ok","","langchain_core, openai, crewai, anthropic, pydantic_ai, agents, litellm, langchain_community, dspy, langchain, langgraph","0","","0","","","","","","","","",""
"kungfuai/CVlization","kungfuai_CVlization","dspy, omnigent","12","130712","7","2026-05-27","Practical workflows for training and inference on AI models","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","ok","","openai, anthropic, litellm, langchain_community, dashscope, autogen, dspy, langchain_ollama, langchain_groq, langchain_openai, langchain_core, langgraph, smolagents","0","","1","","","","","","","","",""
"BjornMelin/docmind-ai-llm","BjornMelin_docmind-ai-llm","dspy","134","15212","4","2026-06-19","DocMind AI is a powerful, open-source Streamlit application leveraging LlamaIndex, LangGraph, and local Large Language Models (LLMs) via Ollama, LMStudio, llama.cpp, or vLLM for advanced document anal","1","1","1","0","29","29","0","17","69","63","12","51","0","3155","0.54","pyan_resilient","True","5","115.2","ok","","langgraph, langchain_core, langchain, ollama, langchain_openai","0","","0","","","","","","","","",""
"jmanhype/claude-code-plugin-marketplace","jmanhype_claude-code-plugin-marketplace","dspy","27","1034","3","2026-06-30","Multi-agent trading, swarm intelligence, and GitHub automation plugins for Claude Code. 19 production-grade plugins built from 68+ specialized agents.","1","1","1","0","4","4","0","3","7","0","0","0","0","454","0.66","pyan","True","0","95.6","ok","","dspy, anthropic, openai","0","","0","","","","","","","","",""
"Eigenwise/atomic-agents","Eigenwise_atomic-agents","dspy","6013","15565","36","2026-06-28","Building AI agents, atomically","1","1","1","0","2","2","0","2","172","110","0","110","0","1184","0.17","pyan","True","0","144.6","ok","","openai, dspy, litellm, groq, anthropic","0","","0","","","","","","","","",""
"zikuicai/aegisllm","zikuicai_aegisllm","dspy","35","11628","4","2026-02-17","","1","1","1","0","11","11","0","8","24","0","0","0","0","1131","0.71","pyan","True","0","114.6","ok","","dspy, openai, agents, litellm, anthropic, vertexai, cohere, mistralai","0","","0","","","","","","","","",""
"eval-protocol/python-sdk","eval-protocol_python-sdk","dspy","107","33844","13","2026-06-19","The official Python SDK for Eval Protocol","1","1","1","0","28","28","0","24","53","35","9","26","2","3998","0.6","pyan_resilient","True","2","127.0","ok","","openai, litellm, pydantic_ai, langchain_core, fireworks, langgraph, langchain, deepeval, dspy","1","imported_by=2 as `eval_protocol` (e.g. Osilly/Vision-DeepResearch, Purewhiter/mobilegym)","0","","","","","","","","",""
"SALT-NLP/autometrics","SALT-NLP_autometrics","dspy","10","34122","2","2026-04-22","Approximate Human Judgment with Automatically Generated Evaluators","1","1","1","0","11","11","0","8","668","188","2","186","0","1685","0.47","pyan_resilient","True","1","127.5","ok","","dspy, litellm","0","","0","","","","","","","","",""
"aws/nova-prompt-optimizer","aws_nova-prompt-optimizer","dspy","56","418","9","2026-03-16","A Python SDK for optimizing prompts for Amazon Nova Models.","1","1","1","0","0","0","0","0","0","0","0","0","0","353","0.0","pyan","True","0","102.8","absent","","dspy, litellm","0","","1","imports_fw_no_call_site","dspy","47","2","17","0","0","",""
"meta-llama/prompt-ops","meta-llama_prompt-ops","dspy","824","39022","9","2026-04-21","An open-source tool for LLM prompt optimization.","1","1","1","0","0","0","0","0","0","0","0","0","0","406","0.0","pyan","True","0","82.3","ok","","dspy, litellm","0","","1","imports_fw_no_call_site","dspy","70","6","19","2","0","",""
"darinkishore/codex_dspy","darinkishore_codex_dspy","dspy","161","287","2","2025-12-08","DSPy module for OpenAI Codex SDK - signature-driven agentic workflows","1","1","1","0","0","0","0","0","0","0","0","0","0","279","0.0","pyan","True","0","125.1","absent","","dspy","0","","1","imports_fw_no_call_site","dspy","25","0","5","0","0","",""
"Strategic-Automation/dspy-compounding-engineering","Strategic-Automation_dspy-compounding-engineering","dspy","63","936","6","2026-06-13","A local-first AI engineering agent that learns from your codebase using DSPy.","1","1","1","0","0","0","0","0","7","1","0","1","0","550","0.0","pyan","True","0","119.3","ok","","dspy, agents, litellm, openai","0","","0","","","","","","","","",""
"cmpnd-ai/dspy-cli","cmpnd-ai_dspy-cli","dspy","129","3105","3","2026-03-03","dspy-cli is a tool for creating, developing, testing, and deploying DSPy programs as HTTP APIs.","1","1","1","0","2","2","0","1","0","0","0","0","0","355","0.28","pyan","True","0","117.5","ok","","dspy","0","imported_by=1 as `dspy_cli` (e.g. SuperagenticAI/dspy-code)","0","","","","","","","","",""
"superlinked/sie","superlinked_sie","dspy","2104","52206","4","2026-06-30","Open-source inference server and production cluster for all the models your agent needs.","1","1","1","0","72","72","0","64","13","61","58","3","0","10238","0.63","pyan_resilient","True","5","111.6","ok","","haystack, agents, openai, langchain_core, dspy, crewai","0","","0","","","","","","","","",""
"avnlp/dspy-opt","avnlp_dspy-opt","dspy","10","1543","4","2026-06-19","Advanced RAG pipeline optimization framework using DSPy. Implements modular RAG pipelines with Query-Rewriting, Sub-Query Decomposition, and Hybrid Search via Weaviate. Automates prompt tuning and few","1","1","1","0","2","2","0","2","5","5","0","5","32","118","1.69","pyan","True","0","135.6","ok","","dspy, deepeval","0","","0","","","","","","","","",""
"qbtrix/soul-protocol","qbtrix_soul-protocol","dspy","13","4274","4","2026-06-30","Soul Protocol: An open standard for portable AI identity, memory, and emotion. Like HTTP, but for AI companions.","1","1","1","0","14","14","0","14","218","148","0","148","0","4108","0.34","pyan","True","0","115.1","ok","","openai, dspy, anthropic, mem0, litellm, ollama","0","","0","","","","","","","","",""
"stair-lab/kg-gen","stair-lab_kg-gen","dspy","1213","23500","12","2026-03-24","[NeurIPS '25] Knowledge Graph Generation from Any Text","1","1","1","0","1","1","0","1","40","25","0","25","0","225","0.44","pyan","True","0","125.8","ok","","dspy, litellm","0","","0","","","","","","","","",""
"sentient-agi/ROMA","sentient-agi_ROMA","dspy","5081","82972","3","2026-02-16","Recursive-Open-Meta-Agent v0.1 (Beta). A meta-agent framework to build high-performance multi-agent systems.","1","1","1","0","8","8","0","6","1594","708","0","708","0","3431","0.17","pyan","True","0","109.6","ok","","dspy, openai, litellm","0","","0","","","","","","","","",""
"StabRise/ScaleDP","StabRise_ScaleDP","dspy","18","16475","4","2025-12-02","ScaleDP is an Open-Source extension of Apache Spark for Document Processing","1","1","1","0","4","4","0","4","16","10","0","10","0","536","0.75","pyan_resilient","True","1","119.2","ok","","openai, dspy","0","","0","","","","","","","","",""
